order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
O104825,C11909,P226384,Electronics,88.28,0.0,1,COD,2025-02-18,4,West,No,88.28,4.84,5.75,56,Male
O104826,C13730,P210087,Toys,8.86,0.0,1,Credit Card,2025-08-22,3,Central,No,8.86,3.72,-0.18,42,Male
O104827,C12046,P212122,Home,83.64,0.0,1,Credit Card,2024-01-02,4,West,No,83.64,5.42,18.0,48,Female
O104828,C16207,P230898,Home,58.99,0.3,1,Wallet,2023-10-02,3,North,No,41.29,3.79,7.77,68,Female
O104829,C13162,P215841,Electronics,287.4,0.05,5,COD,2025-03-11,5,East,No,1365.15,11.84,151.98,42,Male
O104830,C11140,P225582,Electronics,95.6,0.0,1,PayPal,2024-08-22,7,East,No,95.6,6.3,5.17,25,Female
O104831,C15985,P210042,Fashion,33.93,0.0,1,Credit Card,2024-11-02,7,North,No,33.93,5.89,5.99,43,Female
O104832,C10266,P226505,Electronics,479.51,0.05,1,COD,2025-04-05,7,East,No,455.53,8.25,46.41,45,Other
O104833,C11845,P223294,Home,91.36,0.0,2,Wallet,2024-05-03,5,West,No,182.72,7.08,44.08,28,Male
O104834,C11708,P206173,Electronics,126.79,0.15,1,UPI,2024-05-27,4,South,No,107.77,8.03,4.9,21,Male
O104835,C13630,P218516,Electronics,576.52,0.05,2,Credit Card,2024-05-25,4,North,No,1095.39,8.72,122.73,23,Male
O104836,C13211,P206932,Toys,11.86,0.0,3,Wallet,2025-04-03,5,North,Yes,35.58,4.93,9.3,66,Female
O104837,C12293,P217909,Grocery,8.29,0.0,1,Credit Card,2024-05-10,3,North,No,8.29,3.92,-3.26,30,Female
O104838,C13732,P230241,Grocery,6.83,0.05,1,UPI,2024-03-09,3,Central,Yes,6.49,4.12,-3.6,67,Female
O104839,C13829,P216712,Sports,43.64,0.0,1,Debit Card,2025-04-26,6,East,No,43.64,3.61,9.48,37,Male
O104840,C16538,P202657,Toys,20.12,0.0,1,Debit Card,2024-02-01,8,South,No,20.12,5.64,2.41,48,Male
O104841,C11510,P229105,Toys,6.09,0.05,2,COD,2024-06-02,4,West,No,11.57,3.12,1.51,39,Male
O104842,C10475,P241547,Sports,154.19,0.0,1,Debit Card,2024-11-25,5,East,No,154.19,8.84,37.42,47,Female
O104843,C17684,P230382,Fashion,37.31,0.0,1,Credit Card,2024-03-01,8,East,No,37.31,3.88,9.18,69,Male
O104844,C10976,P222356,Electronics,748.95,0.0,1,Credit Card,2024-07-03,5,South,Yes,748.95,9.7,80.17,54,Male
O104845,C11207,P219589,Fashion,142.43,0.05,1,Credit Card,2024-02-02,5,West,No,135.31,8.6,38.76,44,Male
O104846,C15139,P239601,Toys,11.5,0.2,3,Debit Card,2024-11-08,7,East,No,27.6,5.98,5.06,66,Male
O104847,C11960,P223916,Sports,27.01,0.0,1,Credit Card,2023-10-08,4,Central,No,27.01,5.41,2.69,32,Female
O104848,C10557,P240675,Home,102.66,0.0,4,Credit Card,2024-10-13,4,South,No,410.64,8.45,106.53,20,Male
O104849,C15113,P234366,Electronics,152.48,0.3,2,Credit Card,2024-10-28,7,West,No,213.47,6.37,19.25,55,Male
O104850,C17691,P203851,Fashion,32.34,0.05,1,Credit Card,2023-11-28,4,North,No,30.72,5.08,5.67,43,Male
O104851,C15701,P227048,Sports,56.6,0.0,1,Wallet,2023-12-04,3,North,No,56.6,6.45,10.53,35,Female
O104852,C17696,P207582,Home,88.83,0.15,1,Credit Card,2023-11-12,3,North,No,75.51,6.49,14.65,50,Male
O104853,C10882,P243777,Home,100.89,0.0,1,Debit Card,2025-01-28,3,Central,Yes,100.89,6.63,21.62,43,Male
O104854,C12194,P240591,Fashion,53.54,0.05,4,PayPal,2024-08-25,7,East,No,203.45,9.1,62.11,25,Female
O104855,C14761,P204607,Beauty,3.09,0.0,1,Debit Card,2025-07-21,4,South,No,3.09,3.4,-2.01,33,Female
O104856,C17471,P205507,Grocery,4.9,0.0,5,Credit Card,2024-09-22,6,North,No,24.5,3.72,-1.76,25,Male
O104857,C12667,P205934,Grocery,3.46,0.05,1,PayPal,2024-09-18,3,North,No,3.29,2.59,-2.33,32,Male
O104858,C15867,P241971,Electronics,452.81,0.0,1,UPI,2025-01-02,6,East,No,452.81,9.12,45.22,62,Female
O104859,C16963,P221952,Home,245.12,0.0,4,Wallet,2025-09-07,4,West,No,980.48,10.85,263.68,60,Male
O104860,C14959,P204659,Fashion,68.61,0.1,1,Credit Card,2023-09-15,6,West,No,61.75,5.73,15.88,66,Female
O104861,C14677,P204398,Home,493.94,0.05,5,Credit Card,2023-09-28,5,West,No,2346.21,13.58,643.36,40,Male
O104862,C17166,P206242,Beauty,4.97,0.15,5,UPI,2025-06-03,5,North,No,21.12,4.0,5.5,20,Male
O104863,C14790,P228620,Fashion,35.73,0.0,1,Credit Card,2025-08-26,5,North,No,35.73,5.76,6.75,30,Female
O104864,C17929,P225905,Toys,47.16,0.0,1,PayPal,2024-06-03,5,West,No,47.16,5.86,13.0,60,Male
O104865,C15347,P210796,Home,60.6,0.0,1,Debit Card,2023-12-13,6,South,No,60.6,7.45,9.52,38,Other
O104866,C17269,P247145,Grocery,22.34,0.0,2,Wallet,2025-09-06,6,East,No,44.68,4.7,-1.13,21,Female
O104867,C11610,P239379,Electronics,318.11,0.0,1,Credit Card,2025-06-22,3,North,No,318.11,9.42,28.75,61,Female
O104868,C13488,P247543,Fashion,193.92,0.0,1,PayPal,2024-09-23,7,West,No,193.92,10.24,57.63,35,Male
O104869,C15335,P239480,Sports,55.59,0.0,2,Credit Card,2023-11-25,6,East,No,111.18,7.98,25.37,21,Female
O104870,C12454,P237275,Sports,63.09,0.0,2,Debit Card,2024-10-03,4,North,No,126.18,7.04,30.81,18,Other
O104871,C14494,P213937,Beauty,7.38,0.15,2,Debit Card,2024-10-11,5,East,No,12.55,3.62,2.03,33,Female
O104872,C11946,P231531,Grocery,3.29,0.0,1,Credit Card,2023-11-07,3,Central,No,3.29,1.65,-1.39,61,Female
O104873,C14810,P219569,Home,269.82,0.0,1,PayPal,2024-09-07,3,Central,No,269.82,8.45,67.1,49,Female
O104874,C14799,P212343,Home,78.87,0.0,1,Debit Card,2023-11-02,6,South,Yes,78.87,6.07,16.01,48,Female
O104875,C12808,P246803,Grocery,13.76,0.0,1,Debit Card,2024-09-13,4,Central,No,13.76,5.25,-4.15,21,Female
O104876,C16642,P211533,Beauty,37.19,0.0,1,Debit Card,2024-02-14,7,East,No,37.19,5.11,11.63,63,Male
O104877,C13825,P249347,Fashion,33.35,0.05,3,Debit Card,2023-12-05,6,East,No,95.05,3.75,29.52,28,Female
O104878,C13536,P231132,Sports,312.32,0.15,1,UPI,2025-03-21,5,North,No,265.47,9.49,70.15,37,Male
O104879,C15810,P231356,Beauty,71.19,0.0,2,UPI,2024-07-05,3,North,No,142.38,8.22,55.85,42,Male
O104880,C16068,P215438,Fashion,61.04,0.1,1,Debit Card,2024-04-06,5,South,No,54.94,6.34,12.89,67,Male
O104881,C17117,P226366,Fashion,267.59,0.0,2,Debit Card,2024-07-19,4,Central,No,535.18,9.85,177.46,67,Male
O104882,C13802,P213968,Home,10.35,0.0,1,Debit Card,2023-11-25,6,East,No,10.35,3.17,-0.27,24,Female
O104883,C14177,P217490,Electronics,53.02,0.05,1,COD,2025-07-03,7,East,No,50.37,6.44,-0.4,43,Male
O104884,C14699,P219173,Grocery,1.92,0.05,5,Credit Card,2024-08-09,5,West,No,9.12,5.7,-4.97,54,Male
O104885,C11970,P210376,Fashion,146.3,0.0,1,Debit Card,2024-09-06,5,West,No,146.3,7.09,44.11,47,Female
O104886,C15806,P225114,Fashion,50.65,0.05,1,Wallet,2025-01-01,6,East,No,48.12,4.95,11.89,42,Male
O104887,C16142,P221168,Sports,268.35,0.0,1,Wallet,2025-01-27,9,East,No,268.35,7.51,73.0,67,Male
O104888,C13822,P200718,Sports,23.37,0.0,2,PayPal,2024-05-31,6,West,No,46.74,5.63,8.39,46,Male
O104889,C12819,P239844,Sports,13.2,0.0,1,Credit Card,2025-05-15,6,East,No,13.2,2.71,1.25,47,Female
O104890,C10902,P236763,Home,113.19,0.05,1,PayPal,2025-04-27,6,East,No,107.53,6.98,23.13,48,Male
O104891,C10364,P200305,Toys,5.79,0.1,1,Wallet,2025-04-28,3,Central,No,5.21,2.19,-0.11,69,Female
O104892,C14258,P221814,Beauty,51.14,0.05,1,COD,2024-01-12,5,East,No,48.58,5.13,16.73,42,Other
O104893,C13119,P241347,Home,81.82,0.0,1,Credit Card,2023-09-13,4,South,No,81.82,8.56,14.35,35,Female
O104894,C12558,P241684,Toys,30.94,0.0,2,Debit Card,2025-09-04,8,West,No,61.88,6.92,17.83,32,Male
O104895,C17496,P230711,Fashion,40.72,0.05,1,UPI,2023-11-24,4,West,No,38.68,5.08,8.46,56,Male
O104896,C11863,P214177,Toys,16.79,0.2,1,Credit Card,2024-11-06,4,North,No,13.43,5.32,0.05,27,Female
O104897,C10115,P245970,Beauty,31.06,0.1,2,Wallet,2024-08-29,6,South,No,55.91,5.83,19.33,67,Other
O104898,C17084,P224570,Grocery,6.38,0.0,1,Credit Card,2023-11-18,7,West,No,6.38,2.33,-1.82,51,Male
O104899,C12384,P235364,Fashion,151.17,0.0,1,Debit Card,2024-01-15,6,North,No,151.17,7.57,45.34,23,Female
O104900,C14976,P247609,Grocery,7.73,0.2,2,UPI,2024-02-04,6,West,No,12.37,4.4,-3.41,40,Female
O104901,C16880,P218819,Sports,59.91,0.0,1,Credit Card,2025-04-14,4,South,No,59.91,4.35,13.62,45,Other
O104902,C13935,P231391,Beauty,33.11,0.05,4,Credit Card,2024-04-19,5,West,No,125.82,6.59,50.03,42,Female
O104903,C14935,P215788,Home,143.15,0.0,1,Debit Card,2025-04-06,4,North,No,143.15,7.11,32.97,20,Male
O104904,C16290,P248651,Grocery,73.0,0.0,1,PayPal,2024-05-22,4,Central,No,73.0,6.99,-1.15,65,Female
O104905,C17742,P209896,Home,259.99,0.0,2,PayPal,2023-11-30,5,North,No,519.98,9.91,135.68,45,Female
O104906,C17973,P220559,Home,54.1,0.0,1,PayPal,2025-07-14,5,West,No,54.1,6.63,8.52,37,Female
O104907,C15442,P223565,Toys,4.11,0.0,1,COD,2024-09-27,3,Central,No,4.11,1.37,0.27,28,Male
O104908,C12490,P220926,Fashion,10.54,0.15,1,Credit Card,2024-10-26,3,North,No,8.96,3.39,-0.25,33,Female
O104909,C16980,P213376,Fashion,27.07,0.1,1,Credit Card,2025-01-06,5,West,No,24.36,4.28,4.25,30,Male
O104910,C15132,P221875,Toys,14.75,0.05,1,UPI,2024-11-10,4,North,No,14.01,3.98,1.62,61,Male
O104911,C10942,P247606,Electronics,379.45,0.1,1,UPI,2024-07-28,3,Central,No,341.5,8.97,32.01,35,Female
O104912,C17661,P212857,Toys,40.35,0.0,1,Wallet,2023-09-24,7,South,No,40.35,5.13,11.01,28,Female
O104913,C11724,P201283,Beauty,114.73,0.0,1,Credit Card,2024-06-30,3,Central,No,114.73,6.29,45.34,62,Male
O104914,C12334,P214920,Beauty,15.87,0.05,1,Credit Card,2025-01-25,4,North,No,15.08,3.38,3.41,19,Female
O104915,C12767,P200247,Fashion,43.78,0.15,1,Wallet,2025-09-04,3,North,No,37.21,6.45,6.57,51,Female
O104916,C11137,P230846,Toys,20.06,0.05,1,PayPal,2023-09-20,4,North,No,19.06,3.98,3.64,48,Male
O104917,C12527,P206642,Toys,18.08,0.0,2,UPI,2024-08-31,3,Central,No,36.16,6.57,7.89,27,Male
O104918,C14117,P217365,Home,22.46,0.0,1,Debit Card,2025-01-02,5,North,No,22.46,6.29,-0.0,19,Female
O104919,C13420,P237131,Home,26.09,0.0,1,Credit Card,2024-07-17,3,Central,No,26.09,7.07,0.24,35,Male
O104920,C15845,P246719,Fashion,112.97,0.05,1,PayPal,2024-12-20,4,Central,No,107.32,8.32,29.24,68,Female
O104921,C14778,P217949,Sports,120.7,0.05,1,Debit Card,2024-02-08,6,East,No,114.66,7.38,27.02,54,Female
O104922,C13906,P233503,Beauty,30.82,0.05,1,Debit Card,2025-06-28,3,North,No,29.28,5.45,7.73,28,Female
O104923,C13637,P210851,Fashion,87.91,0.0,1,Credit Card,2023-12-09,8,West,No,87.91,7.89,22.88,31,Other
O104924,C12953,P214406,Toys,3.73,0.1,1,Credit Card,2024-11-19,6,West,No,3.36,1.23,0.11,42,Male
O104925,C15929,P214928,Grocery,8.07,0.05,1,Wallet,2024-01-17,6,East,No,7.67,0.87,-0.26,56,Male
O104926,C12367,P216832,Electronics,142.06,0.0,1,UPI,2024-12-04,5,South,No,142.06,7.81,9.24,57,Other
O104927,C14221,P207534,Toys,23.26,0.0,1,PayPal,2024-04-15,5,East,No,23.26,4.42,4.88,68,Female
O104928,C10276,P201835,Toys,6.76,0.0,3,PayPal,2024-04-13,3,Central,No,20.28,1.91,6.2,45,Male
O104929,C11999,P204715,Grocery,16.51,0.05,1,Credit Card,2025-07-22,6,South,No,15.68,3.41,-2.16,61,Male
O104930,C11227,P233381,Fashion,29.13,0.0,2,Wallet,2024-06-06,5,East,No,58.26,5.8,14.59,57,Female
O104931,C16337,P222618,Home,86.2,0.0,1,COD,2025-05-26,4,Central,No,86.2,6.6,17.54,31,Other
O104932,C13752,P200876,Grocery,23.43,0.0,2,UPI,2025-06-02,5,East,No,46.86,8.17,-4.42,33,Female
O104933,C13735,P243535,Electronics,189.09,0.0,2,UPI,2025-07-05,5,West,No,378.18,9.08,36.3,62,Female
O104934,C17714,P209325,Beauty,10.26,0.0,1,Debit Card,2024-11-24,7,West,No,10.26,2.76,1.86,36,Female
O104935,C10695,P229446,Home,260.02,0.0,1,UPI,2024-03-31,5,West,No,260.02,7.48,65.33,58,Female
O104936,C11309,P233439,Beauty,31.33,0.05,3,Debit Card,2023-11-08,6,East,No,89.29,6.48,33.7,30,Female
O104937,C14152,P201630,Fashion,30.44,0.2,1,Credit Card,2024-11-14,5,South,Yes,24.35,4.43,4.09,48,Male
O104938,C17901,P233128,Grocery,10.09,0.0,2,Debit Card,2025-06-18,5,West,No,20.18,4.1,-2.49,30,Male
O104939,C17470,P214713,Fashion,26.02,0.05,1,PayPal,2024-12-31,6,South,No,24.72,5.44,3.21,48,Male
O104940,C13234,P210584,Sports,88.78,0.0,1,Credit Card,2025-01-10,4,West,No,88.78,6.94,19.69,54,Male
O104941,C14114,P203901,Home,29.66,0.1,1,Debit Card,2024-11-30,6,East,No,26.69,4.75,2.72,40,Male
O104942,C17537,P249949,Fashion,112.83,0.0,1,COD,2023-10-23,5,North,No,112.83,7.58,31.91,23,Female
O104943,C12311,P247558,Fashion,44.7,0.0,1,Credit Card,2024-08-01,4,West,Yes,44.7,4.69,10.95,45,Female
O104944,C12841,P216450,Grocery,7.41,0.1,5,Debit Card,2024-03-31,7,West,No,33.34,4.91,-2.24,38,Female
O104945,C14208,P227610,Beauty,23.77,0.0,1,PayPal,2023-09-20,3,Central,No,23.77,5.79,4.91,69,Male
O104946,C13559,P222061,Beauty,7.31,0.0,2,Credit Card,2024-12-27,5,North,No,14.62,5.71,0.87,26,Male
O104947,C13398,P215314,Toys,3.61,0.0,1,Credit Card,2024-08-26,3,Central,No,3.61,3.66,-2.22,62,Male
O104948,C10541,P202090,Electronics,308.16,0.05,3,Credit Card,2024-06-05,4,West,No,878.26,9.11,96.28,62,Female
O104949,C12694,P226852,Sports,17.19,0.05,1,UPI,2024-02-06,6,East,No,16.33,4.83,0.07,24,Male
O104950,C14674,P222454,Electronics,401.45,0.05,2,Credit Card,2023-10-29,5,West,Yes,762.76,11.78,79.75,34,Male
O104951,C11088,P211707,Sports,168.38,0.1,2,Debit Card,2024-09-30,3,North,No,303.08,7.21,83.71,39,Female
O104952,C13363,P231567,Electronics,1497.53,0.3,1,COD,2024-03-06,5,South,No,1048.27,10.28,115.51,65,Female
O104953,C10024,P233823,Toys,30.84,0.0,1,COD,2024-05-25,5,West,Yes,30.84,4.32,8.02,58,Female
O104954,C11572,P232007,Sports,369.36,0.0,1,Wallet,2024-03-28,6,North,No,369.36,8.1,102.71,55,Female
O104955,C16144,P239024,Home,12.95,0.0,1,UPI,2024-02-10,5,East,No,12.95,4.27,-0.64,23,Female
O104956,C12958,P214141,Fashion,45.24,0.1,2,PayPal,2024-11-12,4,South,No,81.43,7.24,21.26,22,Male
O104957,C15668,P212746,Electronics,108.5,0.0,1,COD,2024-06-18,5,North,No,108.5,6.67,6.35,32,Female
O104958,C14236,P203347,Grocery,4.7,0.0,1,PayPal,2025-03-24,3,Central,No,4.7,3.34,-2.96,50,Female
O104959,C11767,P209361,Electronics,481.04,0.0,1,UPI,2024-04-22,4,South,Yes,481.04,9.47,48.25,54,Female
O104960,C14743,P246436,Home,48.38,0.15,1,Credit Card,2024-02-28,5,North,No,41.12,5.74,5.77,28,Male
O104961,C12235,P204101,Fashion,14.75,0.15,4,Debit Card,2025-07-31,5,East,No,50.15,5.86,11.69,63,Male
O104962,C17295,P240275,Grocery,7.12,0.0,1,PayPal,2025-07-07,4,Central,No,7.12,2.6,-2.03,18,Male
O104963,C10200,P248095,Beauty,5.13,0.2,1,Credit Card,2024-10-14,4,West,No,4.1,4.49,-2.65,32,Female
O104964,C13198,P241453,Electronics,101.48,0.15,2,Credit Card,2025-08-13,7,North,No,172.52,8.03,12.67,63,Male
O104965,C10256,P235947,Sports,25.57,0.05,1,Debit Card,2025-08-15,4,Central,No,24.29,4.66,2.63,20,Male
O104966,C13747,P232668,Grocery,4.37,0.0,3,COD,2024-09-05,3,North,No,13.11,6.54,-5.49,43,Female
O104967,C14642,P244803,Beauty,53.12,0.0,1,PayPal,2025-07-31,4,North,No,53.12,5.76,18.14,65,Female
O104968,C12241,P229610,Home,56.07,0.0,2,Credit Card,2023-09-30,3,North,No,112.14,7.82,23.58,56,Male
O104969,C16846,P217747,Fashion,20.73,0.0,1,Credit Card,2025-01-06,6,East,No,20.73,5.76,1.5,47,Female
O104970,C13175,P215009,Electronics,93.77,0.1,1,COD,2024-04-17,4,West,No,84.39,6.27,3.86,49,Male
O104971,C13606,P223651,Fashion,5.8,0.0,1,COD,2024-01-22,6,East,No,5.8,1.77,0.26,43,Male
O104972,C13336,P244358,Beauty,7.28,0.05,1,COD,2025-01-24,4,Central,No,6.92,2.55,0.56,65,Other
O104973,C14897,P201056,Sports,136.22,0.1,3,Credit Card,2025-06-20,5,Central,No,367.79,7.2,103.14,46,Male
O104974,C15037,P232910,Toys,70.86,0.0,4,UPI,2024-08-23,6,East,No,283.44,10.48,102.9,65,Female
O104975,C17551,P211507,Toys,28.78,0.0,5,Debit Card,2024-12-26,3,North,No,143.9,5.65,51.91,42,Female
O104976,C17427,P221215,Electronics,673.63,0.0,3,UPI,2024-12-03,6,North,No,2020.89,11.89,230.62,34,Male
O104977,C10413,P227349,Toys,32.39,0.0,3,PayPal,2024-10-24,4,West,No,97.17,6.98,31.89,31,Other
O104978,C12014,P230375,Beauty,11.6,0.1,1,Credit Card,2025-03-30,8,South,No,10.44,3.55,1.15,63,Female
O104979,C11381,P210076,Home,183.0,0.1,1,Credit Card,2023-12-29,4,South,No,164.7,6.2,39.92,63,Female
O104980,C11098,P245005,Beauty,37.02,0.2,1,Credit Card,2023-10-06,4,North,No,29.62,5.8,7.53,45,Female
O104981,C13426,P235249,Electronics,147.23,0.1,2,COD,2025-09-03,6,West,No,265.01,7.73,24.07,36,Female
O104982,C13655,P210082,Electronics,873.53,0.05,2,UPI,2024-06-30,4,South,No,1659.71,11.12,188.05,52,Male
O104983,C17938,P240664,Beauty,154.62,0.0,1,COD,2025-01-29,6,Central,No,154.62,7.82,61.76,31,Female
O104984,C10909,P219509,Electronics,317.78,0.0,1,PayPal,2024-08-31,6,East,No,317.78,8.75,29.38,55,Male
O104985,C10187,P207050,Beauty,12.33,0.0,1,Debit Card,2025-05-30,5,South,No,12.33,4.83,0.72,28,Male
O104986,C14044,P238779,Fashion,26.76,0.05,1,Debit Card,2025-03-20,4,North,No,25.42,4.76,4.14,39,Male
O104987,C13756,P248098,Grocery,12.5,0.1,1,Debit Card,2024-07-19,4,North,No,11.25,4.41,-3.51,45,Male
O104988,C12015,P211414,Grocery,1.1,0.05,1,Credit Card,2025-03-31,3,North,No,1.04,2.69,-2.61,69,Male
O104989,C15409,P236918,Grocery,5.85,0.2,1,Debit Card,2024-12-06,4,West,No,4.68,2.28,-1.91,62,Female
O104990,C12092,P215876,Grocery,1.66,0.2,1,Credit Card,2024-01-17,5,Central,No,1.33,1.56,-1.45,31,Male
O104991,C13644,P207004,Grocery,13.89,0.05,4,Credit Card,2025-01-05,4,South,No,52.78,6.25,-2.03,22,Male
O104992,C12130,P209198,Sports,101.1,0.1,1,Wallet,2024-12-25,5,East,No,90.99,5.82,21.48,49,Female
O104993,C15242,P227766,Grocery,12.77,0.0,1,Credit Card,2024-07-19,7,West,No,12.77,3.4,-2.38,67,Male
O104994,C10357,P233988,Sports,26.1,0.0,1,Credit Card,2024-08-01,8,East,No,26.1,4.86,2.97,31,Female
O104995,C15647,P237429,Toys,58.88,0.15,1,Credit Card,2024-05-28,5,South,No,50.05,4.64,15.38,62,Female
O104996,C15185,P237634,Electronics,298.32,0.05,1,Debit Card,2025-02-05,7,East,No,283.4,8.55,25.46,61,Male
O104997,C17079,P201797,Sports,89.81,0.2,1,COD,2025-08-16,5,Central,No,71.85,6.92,14.63,55,Female
O104998,C15776,P238742,Grocery,11.35,0.0,3,PayPal,2024-05-11,6,East,No,34.05,5.77,-3.05,32,Female
O104999,C12422,P213165,Beauty,21.21,0.05,1,PayPal,2023-12-29,5,South,No,20.15,3.74,5.33,35,Female
O105000,C14257,P219255,Fashion,142.05,0.0,2,Credit Card,2024-05-27,5,South,No,284.1,9.58,89.86,55,Female
O105001,C17913,P239773,Beauty,25.57,0.0,1,PayPal,2025-08-12,3,North,No,25.57,5.84,5.67,53,Male
O105002,C17547,P204612,Sports,75.28,0.0,1,Credit Card,2024-08-26,4,North,No,75.28,5.34,17.24,42,Male
O105003,C17823,P225280,Toys,30.6,0.0,1,Debit Card,2023-12-22,6,South,No,30.6,5.71,6.53,69,Female
O105004,C17525,P242633,Beauty,10.1,0.15,1,Credit Card,2025-06-14,3,Central,No,8.58,2.94,0.92,27,Male
O105005,C17355,P231528,Fashion,15.48,0.0,1,Wallet,2024-06-23,6,East,No,15.48,3.27,2.15,55,Female
O105006,C16465,P244659,Grocery,8.62,0.2,1,Credit Card,2024-02-04,5,West,No,6.9,2.48,-1.93,42,Male
O105007,C14545,P210283,Toys,2.31,0.05,1,Credit Card,2025-04-16,4,South,No,2.19,3.11,-2.23,55,Female
O105008,C11497,P204953,Fashion,22.08,0.0,1,COD,2024-06-15,4,Central,No,22.08,3.62,4.11,68,Female
O105009,C15132,P220698,Toys,12.72,0.05,1,COD,2023-09-20,4,South,Yes,12.08,3.48,1.35,54,Female
O105010,C16327,P239819,Fashion,47.5,0.15,2,Debit Card,2025-06-19,7,East,Yes,80.75,7.04,21.22,53,Male
O105011,C12158,P245313,Fashion,43.52,0.1,1,Credit Card,2025-03-03,6,West,No,39.17,5.8,7.91,63,Female
O105012,C16046,P222016,Toys,11.01,0.0,1,Credit Card,2024-04-30,5,West,No,11.01,3.92,0.48,36,Male
O105013,C12555,P213248,Toys,10.27,0.0,1,Credit Card,2025-06-19,4,West,No,10.27,3.95,0.16,61,Male
O105014,C15409,P217276,Home,10.17,0.0,1,Debit Card,2023-11-12,5,South,No,10.17,3.91,-1.06,22,Male
O105015,C12342,P231008,Electronics,742.11,0.1,1,Credit Card,2024-09-17,6,West,No,667.9,10.41,69.74,45,Female
O105016,C17618,P232213,Fashion,17.93,0.0,1,Credit Card,2023-11-29,5,South,No,17.93,3.74,2.54,34,Female
O105017,C12951,P217355,Grocery,6.84,0.1,1,Credit Card,2024-10-05,7,West,No,6.16,3.77,-3.28,33,Female
O105018,C11238,P216486,Grocery,1.27,0.0,2,Credit Card,2025-07-27,5,North,No,2.54,2.01,-1.81,49,Male
O105019,C10973,P215139,Home,423.82,0.1,1,UPI,2025-09-05,4,South,No,381.44,8.05,98.75,35,Male
O105020,C14727,P248276,Fashion,38.55,0.0,1,Credit Card,2023-10-13,6,North,Yes,38.55,4.97,8.52,57,Male
O105021,C13965,P221529,Fashion,6.16,0.1,2,Credit Card,2024-09-05,4,South,No,11.09,4.29,-0.41,41,Male
O105022,C15686,P236014,Grocery,4.81,0.0,5,UPI,2023-11-30,6,East,No,24.05,5.53,-3.61,41,Male
O105023,C11050,P220096,Fashion,108.95,0.0,1,COD,2024-01-29,4,Central,No,108.95,7.69,30.44,25,Male
O105024,C13701,P230117,Home,72.03,0.05,1,Credit Card,2025-04-17,5,East,No,68.43,8.13,11.03,55,Female
O105025,C12780,P246733,Sports,124.98,0.0,2,COD,2024-05-18,7,South,No,249.96,9.07,65.92,35,Female
O105026,C17398,P203417,Fashion,51.78,0.0,1,Credit Card,2023-10-06,4,South,No,51.78,5.17,12.95,28,Male
O105027,C11588,P206445,Fashion,36.39,0.1,2,PayPal,2024-08-04,5,South,Yes,65.5,6.06,16.86,21,Female
O105028,C13878,P205417,Fashion,93.06,0.05,1,PayPal,2025-05-12,7,South,No,88.41,6.49,24.45,55,Female
O105029,C12368,P215494,Sports,14.05,0.0,2,Debit Card,2025-07-25,4,West,No,28.1,5.18,3.25,64,Male
O105030,C17056,P246134,Toys,49.89,0.15,1,Credit Card,2024-09-12,6,North,No,42.41,6.96,10.0,18,Male
O105031,C17400,P213302,Beauty,34.02,0.0,2,Debit Card,2025-01-15,4,South,No,68.04,7.51,23.11,24,Female
O105032,C15789,P236427,Electronics,697.72,0.1,2,Credit Card,2024-11-18,4,West,Yes,1255.9,10.66,140.05,39,Male
O105033,C10436,P240274,Home,12.25,0.0,1,UPI,2024-02-22,4,Central,No,12.25,2.21,1.22,58,Male
O105034,C12828,P232098,Electronics,78.8,0.0,1,Debit Card,2024-04-26,5,North,No,78.8,4.86,4.6,28,Male
O105035,C11556,P228803,Electronics,124.92,0.0,1,Credit Card,2025-03-21,5,South,No,124.92,6.95,8.04,18,Female
O105036,C17570,P229164,Beauty,25.06,0.05,2,Debit Card,2024-03-07,5,West,No,47.61,7.22,14.2,55,Male
O105037,C15172,P238441,Grocery,2.28,0.0,4,Debit Card,2024-01-13,3,Central,No,9.12,3.48,-2.75,46,Male
O105038,C13858,P234925,Toys,54.74,0.0,1,Credit Card,2023-10-21,4,Central,No,54.74,5.8,16.1,68,Male
O105039,C17480,P249733,Toys,29.15,0.0,1,Debit Card,2024-07-30,4,North,No,29.15,5.6,6.06,68,Male
O105040,C11304,P233563,Sports,172.07,0.15,1,Wallet,2025-05-05,4,North,No,146.26,7.34,36.54,33,Male
O105041,C16869,P211389,Grocery,12.54,0.1,1,PayPal,2024-07-14,5,East,No,11.29,3.43,-2.53,52,Female
O105042,C16174,P244327,Sports,108.02,0.0,1,COD,2025-01-15,4,West,No,108.02,8.35,24.06,46,Female
O105043,C12384,P213490,Beauty,9.12,0.3,4,Credit Card,2025-03-03,4,South,No,25.54,4.04,7.45,38,Male
O105044,C10182,P206044,Home,327.11,0.15,1,Debit Card,2023-12-26,5,West,No,278.04,9.64,68.21,55,Male
O105045,C17190,P241769,Electronics,390.19,0.05,1,Credit Card,2024-04-20,4,North,No,370.68,8.91,35.57,33,Male
O105046,C16687,P227509,Home,81.21,0.0,2,UPI,2025-07-02,3,North,No,162.42,7.2,38.28,43,Female
O105047,C15565,P227844,Grocery,29.1,0.15,1,Debit Card,2024-03-11,6,East,No,24.74,3.65,-1.67,60,Female
