formula,categoria,descripcion,url,sintaxis,nombreFormula,idioma
CRECIMIENTO,Estadística,Devuelve valores en una tendencia exponencial.,https://support.microsoft.com/es-es/office/funci%C3%B3n-crecimiento-541a91dc-3d5e-437d-b156-21324e68b80d,"CRECIMIENTO(conocido_y, [conocido_x], [nueva_matriz_x], [constante])",CRECIMIENTO,es-es
CSC,Matemáticas y trigonometría,Devuelve la cosecante de un ángulo.,https://support.microsoft.com/es-es/office/csc-funci%C3%B3n-csc-07379361-219a-4398-8675-07ddc4f135c1,CSC(número),CSC,es-es
CSCH,Matemáticas y trigonometría,Devuelve la cosecante hiperbólica de un ángulo.,https://support.microsoft.com/es-es/office/csch-funci%C3%B3n-csch-f58f2c22-eb75-4dd6-84f4-a503527f8eeb,CSCH(número),CSCH,es-es
CUARTIL,Compatibilidad,Devuelve el cuartil de un conjunto de dato.,https://support.microsoft.com/es-es/office/funci%C3%B3n-cuartil-93cf8f62-60cd-4fdb-8a92-8451041e1a2a,"CUARTIL(matriz,cuartil)",CUARTIL,es-es
CUARTIL.EXC,Estadística,"Devuelve el cuartil del conjunto de datos según los valores de percentil de 0 a 1, ambos excluidos.",https://support.microsoft.com/es-es/office/funci%C3%B3n-cuartil-exc-5a355b7a-840b-4a01-b0f1-f538c2864cad,CUARTIL.EXC(matriz;cuart),CUARTIL.EXC,es-es
CUARTIL.INC,Estadística,Devuelve el cuartil de un conjunto de dato.,https://support.microsoft.com/es-es/office/funci%C3%B3n-cuartil-inc-1bbacc80-5075-42f1-aed6-47d735c4819d,CUARTIL.INC(matriz;cuart),CUARTIL.INC,es-es
CUPON.DIAS,Finanzas,Devuelve el número de días en el período de un cupón donde se encuentra la fecha de liquidación.,https://support.microsoft.com/es-es/office/funci%C3%B3n-cupon-dias-cc64380b-315b-4e7b-950c-b30b0a76f671,CUPON.DIAS(liquidación; vencto; frecuencia; [base]),CUPON.DIAS,es-es
CUPON.DIAS.L1,Finanzas,Devuelve el número de días desde el principio del período de un cupón hasta la fecha de liquidación.,https://support.microsoft.com/es-es/office/cupon-dias-l1-funci%C3%B3n-cupon-dias-l1-eb9a8dfb-2fb2-4c61-8e5d-690b320cf872,CUPON.DIAS.L1(liquidación; vencto; frecuencia; [base]),CUPON.DIAS.L1,es-es
CUPON.DIAS.L2,Finanzas,Devuelve el número de días desde la fecha de liquidación hasta la fecha del próximo cupón.,https://support.microsoft.com/es-es/office/funci%C3%B3n-cupon-dias-l2-5ab3f0b2-029f-4a8b-bb65-47d525eea547,CUPON.DIAS.L2(liquidación; vencto; frecuencia; [base]),CUPON.DIAS.L2,es-es
CUPON.FECHA.L1,Finanzas,Devuelve la fecha previa del cupón antes de la fecha de liquidación.,https://support.microsoft.com/es-es/office/funci%C3%B3n-cupon-fecha-l1-2eb50473-6ee9-4052-a206-77a9a385d5b3,CUPON.FECHA.L1(liquidación; vencto; frecuencia; [base]),CUPON.FECHA.L1,es-es
CUPON.FECHA.L2,Finanzas,Devuelve la fecha del próximo cupón desde la fecha de liquidación.,https://support.microsoft.com/es-es/office/funci%C3%B3n-cupon-fecha-l2-fd962fef-506b-4d9d-8590-16df5393691f,CUPON.FECHA.L2(liquidación; vencto; frecuencia; [base]),CUPON.FECHA.L2,es-es
CUPON.NUM,Finanzas,Devuelve el número de cupones a pagar entre la fecha de liquidación y la fecha de vencimiento.,https://support.microsoft.com/es-es/office/funci%C3%B3n-cupon-num-a90af57b-de53-4969-9c99-dd6139db2522,CUPON.NUM(liquidación; vencto; frecuencia; [base]),CUPON.NUM,es-es
CURTOSIS,Estadística,Devuelve la curtosis de un conjunto de datos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-curtosis-bc3a265c-5da4-4dcb-b7fd-c237789095ab,"CURTOSIS(número1, [número2], ...)",CURTOSIS,es-es
DB,Finanzas,Devuelve la depreciación de un activo durante un período específico usando el método de depreciación de saldo fijo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-db-354e7d28-5f93-4ff1-8a52-eb4ee549d9d7,DB(costo; valor_residual; vida; período; [mes]),DB,es-es
DBCS,Texto,Cambia letras inglesas o katakana de ancho medio (bit sencillo) en una cadena de caracteres por caracteres de ancho completo (doble byte).,https://support.microsoft.com/es-es/office/dbcs-funci%C3%B3n-dbcs-a4025e73-63d2-4958-9423-21a24794c9e5,DBCS(texto),DBCS,es-es
DDB,Finanzas,Devuelve la depreciación de un activo en un período específico con el método de doble disminución del saldo u otro método que se especifique.,https://support.microsoft.com/es-es/office/funci%C3%B3n-ddb-519a7a37-8772-4c96-85c0-ed2c209717a5,"DDB(costo, valor_residual, vida, período, [factor])",DDB,es-es
DEC.A.BIN,Ingeniería,Convierte un número decimal en binario.,https://support.microsoft.com/es-es/office/funci%C3%B3n-dec-a-bin-0f63dd0e-5d1a-42d8-b511-5bf5c6d43838,"DEC.A.BIN(número, [caracteres])",DEC.A.BIN,es-es
DEC.A.HEX,Ingeniería,Convierte un número decimal en hexadecimal.,https://support.microsoft.com/es-es/office/funci%C3%B3n-dec-a-hex-6344ee8b-b6b5-4c6a-a672-f64666704619,"DEC.A.HEX(número, [caracteres])",DEC.A.HEX,es-es
DEC.A.OCT,Ingeniería,Convierte un número decimal en octal.,https://support.microsoft.com/es-es/office/funci%C3%B3n-dec-a-oct-c9d835ca-20b7-40c4-8a9e-d3be351ce00f,"DEC.A.OCT(número, [caracteres])",DEC.A.OCT,es-es
DECIMAL,Texto,Da formato a un número como texto con un número fijo de decimales,https://support.microsoft.com/es-es/office/funci%C3%B3n-decimal-ffd5723c-324c-45e9-8b96-e41be2a8274a,"DECIMAL(número, [decimales], [no_separar_millares])",DECIMAL,es-es
DELTA,Ingeniería,Comprueba si dos valores son iguales.,https://support.microsoft.com/es-es/office/funci%C3%B3n-delta-2f763672-c959-4e07-ac33-fe03220ba432,"DELTA(número1, [número2])",DELTA,es-es
DESREF,Búsqueda y referencia,Devuelve un desplazamiento de referencia respecto a una referencia dada.,https://support.microsoft.com/es-es/office/desref-funci%C3%B3n-desref-c8de19ae-dd79-4b9b-a14e-b4d906d11b66,"DESREF(ref, filas, columnas, [alto], [ancho])",DESREF,es-es
DESVEST,Compatibilidad,Calcula la desviación estándar en función de una muestra.,https://support.microsoft.com/es-es/office/funci%C3%B3n-desvest-51fecaaa-231e-4bbb-9230-33650a72c9b0,"DESVEST(número1,[número2],...)",DESVEST,es-es
DESVEST.M,Estadística,Calcula la desviación estándar en función de una muestra.,https://support.microsoft.com/es-es/office/desvest-m-funci%C3%B3n-desvest-m-7d69cf97-0c1f-4acf-be27-f3e83904cc23,"DESVEST.M(número1,[número2],...)",DESVEST.M,es-es
DESVEST.P,Estadística,Calcula la desviación estándar en función de toda la población,https://support.microsoft.com/es-es/office/desvest-p-funci%C3%B3n-desvest-p-6e917c05-31a0-496f-ade7-4f4e7462f285,"DESVEST.P(número1,[número2],...)",DESVEST.P,es-es
DESVESTA,Estadística,"Calcula la desviación estándar en función de una muestra, incluidos números, texto y valores lógicos.",https://support.microsoft.com/es-es/office/desvesta-funci%C3%B3n-desvesta-5ff38888-7ea5-48de-9a6d-11ed73b29e9d,"DESVESTA(valor1, [valor2], ...)",DESVESTA,es-es
DESVESTP,Compatibilidad,Calcula la desviación estándar en función de toda la población,https://support.microsoft.com/es-es/office/funci%C3%B3n-desvestp-1f7c1c88-1bec-4422-8242-e9f7dc8bb195,"DESVESTP(número1,[número2],...)",DESVESTP,es-es
DESVESTPA,Estadística,"Calcula la desviación estándar en función de toda la población, incluidos números, texto y valores lógicos",https://support.microsoft.com/es-es/office/desvestpa-funci%C3%B3n-desvestpa-5578d4d6-455a-4308-9991-d405afe2c28c,"DESVESTPA(valor1, [valor2], ...)",DESVESTPA,es-es
DESVIA2,Estadística,Devuelve la suma de los cuadrados de las desviaciones.,https://support.microsoft.com/es-es/office/funci%C3%B3n-desvia2-8b739616-8376-4df5-8bd0-cfe0a6caf444,"DESVIA2(número1, [número2], ...)",DESVIA2,es-es
DESVPROM,Estadística,Devuelve el promedio de las desviaciones absolutas de la media para los puntos de datos.,https://support.microsoft.com/es-es/office/desvprom-funci%C3%B3n-desvprom-58fe8d65-2a84-4dc7-8052-f3f87b5c6639,DESVPROM(número1; [número2]; ...),DESVPROM,es-es
DIA,Fecha y hora,Convierte un número de serie en un día del mes.,https://support.microsoft.com/es-es/office/dia-funci%C3%B3n-dia-8a7d1cbb-6c7d-4ba1-8aea-25c134d03101,DIA(núm_de_serie),DIA,es-es
DIA.LAB,Fecha y hora,Devuelve el número de serie de la fecha antes o después de un número de días laborables especificado.,https://support.microsoft.com/es-es/office/funci%C3%B3n-dia-lab-f764a5b7-05fc-4494-9486-60d494efbf33,"DIA.LAB(fecha_inicial, días, [vacaciones])",DIA.LAB,es-es
DIAS,Fecha y hora,Devuelve el número de días entre dos fechas.,https://support.microsoft.com/es-es/office/dias-funci%C3%B3n-dias-57740535-d549-4395-8728-0f07bff0b9df,"DIAS(fecha_final, fecha_inicial)",DIAS,es-es
DIAS.LAB,Fecha y hora,Devuelve el número total de días laborables entre dos fechas.,https://support.microsoft.com/es-es/office/dias-lab-funci%C3%B3n-dias-lab-48e717bf-a7a3-495f-969e-5005e3eb18e7,"DIAS.LAB(fecha_inicial, fecha_final, [vacaciones])",DIAS.LAB,es-es
DIAS.LAB.INTL,Fecha y hora,Devuelve el número total de días laborables entre dos fechas usando parámetros para indicar cuáles y cuántos son los días del fin de semana.,https://support.microsoft.com/es-es/office/funci%C3%B3n-dias-lab-intl-a9b26239-4f20-46a1-9ab8-4e925bfd5e28,"DIAS.LAB.INTL(fecha_inicial, fecha_final, [fin_de_semana], [vacaciones])",DIAS.LAB.INTL,es-es
DIAS360,Fecha y hora,días.,https://support.microsoft.com/es-es/office/funci%C3%B3n-dias360-b9a509fd-49ef-407e-94df-0cbda5718c2a,DIAS360(fecha_inicial;fecha_final;[método]),DIAS360,es-es
DIASEM,Fecha y hora,Convierte un número de serie en un día de la semana.,https://support.microsoft.com/es-es/office/funci%C3%B3n-diasem-60e44483-2ed1-439f-8bd0-e404c190949a,"DIASEM(núm_de_serie,[tipo])",DIASEM,es-es
DIRECCION,Búsqueda y referencia,Devuelve una referencia como texto a una sola celda en una hoja de cálculo.,https://support.microsoft.com/es-es/office/direccion-funci%C3%B3n-direccion-d0c26c0d-3991-446b-8de4-ab46431d4f89,DIRECCION(fila; columna; [abs]; [a1]; [hoja]),DIRECCION,es-es
DIST.WEIBULL,Compatibilidad,"Calcula la varianza en función de toda la población, incluidos números, texto y valores lógicos",https://support.microsoft.com/es-es/office/funci%C3%B3n-dist-weibull-b83dc2c6-260b-4754-bef2-633196f6fdcc,"DIST.WEIBULL(x,alfa,beta,acumulado)",DIST.WEIBULL,es-es
DISTR.BETA,Compatibilidad,Devuelve la función de distribución beta acumulativa,https://support.microsoft.com/es-es/office/distr-beta-funci%C3%B3n-distr-beta-49f1b9a9-a5da-470f-8077-5f1730b5fd47,DISTR.BETA(x;alfa;beta;[A];[B]),DISTR.BETA,es-es
DISTR.BETA.INV,Compatibilidad,Devuelve el inverso de la función de distribución acumulativa para una distribución beta especificada.,https://support.microsoft.com/es-es/office/distr-beta-inv-funci%C3%B3n-distr-beta-inv-8b914ade-b902-43c1-ac9c-c05c54f10d6c,DISTR.BETA.INV(probabilidad;alfa;beta;[A];[B]),DISTR.BETA.INV,es-es
DISTR.BETA.N,Estadística,Devuelve la función de distribución beta acumulativa,https://support.microsoft.com/es-es/office/distr-beta-n-funci%C3%B3n-distr-beta-n-11188c9c-780a-42c7-ba43-9ecb5a878d31,DISTR.BETA.N(x;alfa;beta;acumulativo;[A];[B]),DISTR.BETA.N,es-es
DISTR.BINOM.N,Estadística,Devuelve la probabilidad de la distribución binomial del término individual.,https://support.microsoft.com/es-es/office/distr-binom-n-funci%C3%B3n-distr-binom-n-c5ae37b6-f39c-4be2-94c2-509a1480770c,DISTR.BINOM.N(núm_éxito;ensayos;prob_éxito;acumulado),DISTR.BINOM.N,es-es
DISTR.BINOM.SERIE,Estadística,Devuelve la probabilidad de un resultado de prueba mediante una distribución binomial.,https://support.microsoft.com/es-es/office/distr-binom-serie-funci%C3%B3n-distr-binom-serie-17331329-74c7-4053-bb4c-6653a7421595,DISTR.BINOM.SERIE(ensayos;prob_éxito;núm_éxitos;[núm_éxitos2]),DISTR.BINOM.SERIE,es-es
DISTR.CHI,Compatibilidad,Devuelve la probabilidad de una sola cola en una distribución chi-cuadrado.,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-chi-c90d0fbc-5b56-4f5f-ab57-34af1bf6897e,DISTR.CHI(x;grados_de_libertad),DISTR.CHI,es-es
DISTR.CHICUAD,Estadística,Devuelve la función de densidad de probabilidad beta acumulativa.,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-chicuad-8486b05e-5c05-4942-a9ea-f6b341518732,DISTR.CHICUAD(x;grados_de_libertad;acumulado),DISTR.CHICUAD,es-es
DISTR.EXP,Compatibilidad,Devuelve la distribución exponencial,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-exp-68ab45fd-cd6d-4887-9770-9357eb8ee06a,"DISTR.EXP(x,lambda,acum)",DISTR.EXP,es-es
DISTR.EXP.N,Estadística,Devuelve la distribución exponencial,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-exp-n-4c12ae24-e563-4155-bf3e-8b78b6ae140e,"DISTR.EXP.N(x,lambda,acum)",DISTR.EXP.N,es-es
DISTR.F,Compatibilidad,F,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-f-ecf76fba-b3f1-4e7d-a57e-6a5b7460b786,"DISTR.F(x,grados_de_libertad1,grados_de_libertad2)",DISTR.F,es-es
DISTR.F.CD,Estadística,F,https://support.microsoft.com/es-es/office/distr-f-cd-funci%C3%B3n-distr-f-cd-d74cbb00-6017-4ac9-b7d7-6049badc0520,"DISTR.F.CD(x,grados_de_libertad1,grados_de_libertad2)",DISTR.F.CD,es-es
DISTR.F.INV,Compatibilidad,F,https://support.microsoft.com/es-es/office/distr-f-inv-funci%C3%B3n-4d46c97c-c368-4852-bc15-41e8e31140b1,"DISTR.F.INV(probabilidad,grados_de_libertad1,grados_de_libertad2)",DISTR.F.INV,es-es
DISTR.F.N,Estadística,F,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-f-a887efdc-7c8e-46cb-a74a-f884cd29b25d,"DISTR.F.N(x,grados_de_libertad1,grados_de_libertad2,acumulado)",DISTR.F,es-es
DISTR.GAMMA,Compatibilidad,Devuelve la distribución gamma,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-gamma-7327c94d-0f05-4511-83df-1dd7ed23e19e,"DISTR.GAMMA(x,alfa,beta,acumulado)",DISTR.GAMMA,es-es
DISTR.GAMMA.INV,Compatibilidad,Devuelve el inverso de la distribución gamma acumulativa,https://support.microsoft.com/es-es/office/gammainv-funci%C3%B3n-06393558-37ab-47d0-aa63-432f99e7916d,"DISTR.GAMMA.INV(probabilidad,alfa,beta)",GAMMAINV,es-es
DISTR.HIPERGEOM,Compatibilidad,Devuelve la distribución hipergeométrica,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-hipergeom-23e37961-2871-4195-9629-d0b2c108a12e,"DISTR.HIPERGEOM(muestra_éxito,núm_de_muestra,población_éxito,núm_de_población)",DISTR.HIPERGEOM,es-es
DISTR.HIPERGEOM.N,Estadística,Devuelve la distribución hipergeométrica,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-hipergeom-n-6dbd547f-1d12-4b1f-8ae5-b0d9e3d22fbf,"DISTR.HIPERGEOM.N(muestra_éxito,núm_de_muestra,población_éxito,núm_de_población,acumulado)",DISTR.HIPERGEOM.N,es-es
DISTR.LOG.INV,Compatibilidad,Devuelve el inverso de la distribución logarítmico-normal acumulativa.,https://support.microsoft.com/es-es/office/distr-log-inv-funci%C3%B3n-distr-log-inv-0bd7631a-2725-482b-afb4-de23df77acfe,"DISTR.LOG.INV(probabilidad, media, desv_estándar)",DISTR.LOG.INV,es-es
DISTR.LOG.NORM,Compatibilidad,Devuelve la distribución logarítmico-normal acumulativa.,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-log-norm-f8d194cb-9ee3-4034-8c75-1bdb3884100b,"DISTR.LOG.NORM(x,media,desv_estándar)",DISTR.LOG.NORM,es-es
DISTR.LOGNORM,Estadística,Devuelve la distribución logarítmico-normal acumulativa.,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-lognorm-eb60d00b-48a9-4217-be2b-6074aee6b070,"DISTR.LOGNORM(x,media,desv_estándar,acum)",DISTR.LOGNORM,es-es
DISTR.NORM,Compatibilidad,Devuelve la distribución acumulativa normal.,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-norm-126db625-c53e-4591-9a22-c9ff422d6d58,"DISTR.NORM(x,media,desv_estándar,acum)",DISTR.NORM,es-es
DISTR.NORM.ESTAND,Compatibilidad,Devuelve la distribución acumulativa normal estándar,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-norm-estand-463369ea-0345-445d-802a-4ff0d6ce7cac,DISTR.NORM.ESTAND(z),DISTR.NORM.ESTAND,es-es
DISTR.NORM.ESTAND.INV,Compatibilidad,Devuelve el inverso de la distribución acumulativa normal estándar,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-norm-estand-inv-8d1bce66-8e4d-4f3b-967c-30eed61f019d,DISTR.NORM.ESTAND.INV(probabilidad),DISTR.NORM.ESTAND.INV,es-es
DISTR.NORM.ESTAND.N,Estadística,Devuelve la distribución acumulativa normal estándar,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-norm-estand-1e787282-3832-4520-a9ae-bd2a8d99ba88,"DISTR.NORM.ESTAND.N(z,acumulado)",DISTR.NORM.ESTAND,es-es
DISTR.NORM.INV,Estadística,Devuelve el inverso de la distribución acumulativa normal,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-norm-inv-87981ab8-2de0-4cb0-b1aa-e21d4cb879b8,"DISTR.NORM.INV(probabilidad,media,desv_estándar)",DISTR.NORM.INV,es-es
DISTR.NORM.N,Estadística,Devuelve la distribución acumulativa normal.,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-norm-n-edb1cc14-a21c-4e53-839d-8082074c9f8d,"DISTR.NORM.N(x,media,desv_estándar,acum)",DISTR.NORM.N,es-es
DISTR.T.2C,Estadística,Devuelve los puntos porcentuales (probabilidad) de la distribución t del Estudiante.,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-t-2c-198e9340-e360-4230-bd21-f52f22ff5c28,"DISTR.T.2C(x,grados_de_libertad)",DISTR.T.2C,es-es
DISTR.T.INV,Compatibilidad,Devuelve el inverso de la distribución t del Estudiante.,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-t-inv-a7c85b9d-90f5-41fe-9ca5-1cd2f3e1ed7c,"DISTR.T.INV(probabilidad,grados_de_libertad)",DISTR.T.INV,es-es
DISTR.T.N,Estadística,Devuelve los puntos porcentuales (probabilidad) de la distribución t del Estudiante.,https://support.microsoft.com/es-es/office/distr-t-n-funci%C3%B3n-distr-t-n-4329459f-ae91-48c2-bba8-1ead1c6c21b2,"DISTR.T.N(x,grados_de_libertad,acumulado)",DISTR.T.N,es-es
DISTR.WEIBULL,Estadística,Devuelve la distribución Weibull.,https://support.microsoft.com/es-es/office/funci%C3%B3n-distr-weibull-4e783c39-9325-49be-bbc9-a83ef82b45db,"DISTR.WEIBULL(x,alfa,beta,acumulado)",DISTR.WEIBULL,es-es
DURACION,Finanzas,Devuelve la duración anual de un valor bursátil con pagos de intereses periódicos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-duracion-b254ea57-eadc-4602-a86a-c8e369334038,"DURACION(liquidación, vencimiento, cupón, rdto, frecuencia, [base])",DURACION,es-es
DURACION.MODIF,Finanzas,Devuelve la duración modificada de Macauley de un valor bursátil con un valor nominal supuesto de 100$.,https://support.microsoft.com/es-es/office/funci%C3%B3n-duracion-modif-b3786a69-4f20-469a-94ad-33e5b90a763c,"DURACION.MODIF(liquidación, vencimiento, cupón, rdto, frecuencia, [base])",DURACION.MODIF,es-es
DVS,Finanzas,Devuelve la depreciación de un activo durante un período específico o parcial usando el método de depreciación de saldo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-vdb-dde4e207-f3fa-488d-91d2-66d55e861d73,"DVS(costo, valor_residual, vida, período_inicial, período_final, [factor], [sin_cambios])",VDB,es-es
ELEGIR,Búsqueda y referencia,Elige un valor de una lista de valores.,https://support.microsoft.com/es-es/office/funci%C3%B3n-elegir-fc5c184f-cb62-4ec7-a46e-38653b98f5bc,ELEGIR(núm_índice; valor1; [valor2]; ...),ELEGIR,es-es
ENTERO,Matemáticas y trigonometría,Redondea un número hacia abajo hasta el próximo entero.,https://support.microsoft.com/es-es/office/int-funci%C3%B3n-int-a6c4af9e-356d-4369-ab6a-cb1fd9d343ef,Int( número ),INT,es-es
ERROR.TIPICO.XY,Estadística,"Devuelve el error estándar del valor de ""y"" previsto para cada ""x"" de la regresión.",https://support.microsoft.com/es-es/office/funci%C3%B3n-error-tipico-xy-6ce74b2c-449d-4a6e-b9ac-f9cef5ba48ab,"ERROR.TIPICO.XY(conocido_y, conocido_x)",ERROR.TIPICO.XY,es-es
ES.IMPAR,Información,Devuelve VERDADERO si el número es impar.,https://support.microsoft.com/es-es/office/funciones-es-0f2d7971-6019-40a0-a171-f2d869135665,ESBLANCO(valor),Funciones,es-es
ES.PAR,Información,Devuelve TRUE si el número es par.,https://support.microsoft.com/es-es/office/funci%C3%B3n-es-par-aa15929a-d77b-4fbb-92f4-2f479af55356,ES.PAR(número),ES.PAR,es-es
ESBLANCO,Información,Devuelve TRUE si el valor está en blanco.,https://support.microsoft.com/es-es/office/funciones-es-0f2d7971-6019-40a0-a171-f2d869135665,ESBLANCO(valor),Funciones,es-es
ESERR,Información,Devuelve TRUE si el valor es cualquier valor de error excepto #N/A,https://support.microsoft.com/es-es/office/funciones-es-0f2d7971-6019-40a0-a171-f2d869135665,ESBLANCO(valor),Funciones,es-es
ESERROR,Información,Devuelve TRUE si el valor es cualquier valor de error.,https://support.microsoft.com/es-es/office/funciones-es-0f2d7971-6019-40a0-a171-f2d869135665,ESBLANCO(valor),Funciones,es-es
ESFORMULA,Información,Devuelve TRUE si hay alguna referencia a una celda que contenga una fórmula.,https://support.microsoft.com/es-es/office/esformula-funci%C3%B3n-esformula-e4d1355f-7121-4ef2-801e-3839bfd6b1e5,ESFORMULA(referencia),ESFORMULA,es-es
ESLOGICO,Información,Devuelve TRUE si el valor es un valor lógico.,https://support.microsoft.com/es-es/office/funciones-es-0f2d7971-6019-40a0-a171-f2d869135665,ESBLANCO(valor),Funciones,es-es
ESNOD,Información,Devuelve TRUE si el valor es el valor de error #N/A.,https://support.microsoft.com/es-es/office/funciones-es-0f2d7971-6019-40a0-a171-f2d869135665,ESBLANCO(valor),Funciones,es-es
ESNOTEXTO,Información,Devuelve TRUE si el valor no es texto.,https://support.microsoft.com/es-es/office/funciones-es-0f2d7971-6019-40a0-a171-f2d869135665,ESBLANCO(valor),Funciones,es-es
ESNUMERO,Información,Devuelve TRUE si el valor es un número.,https://support.microsoft.com/es-es/office/funciones-es-0f2d7971-6019-40a0-a171-f2d869135665,ESBLANCO(valor),Funciones,es-es
ESPACIOS,Texto,Quita los espacios del texto.,https://support.microsoft.com/es-es/office/funci%C3%B3n-espacios-410388fa-c5df-49c6-b16c-9e5630b479f9,ESPACIOS(texto),ESPACIOS,es-es
ESREF,Información,Devuelve TRUE si el valor es una referencia.,https://support.microsoft.com/es-es/office/funciones-es-0f2d7971-6019-40a0-a171-f2d869135665,ESBLANCO(valor),Funciones,es-es
ESTEXTO,Información,Devuelve TRUE si el valor es texto.,https://support.microsoft.com/es-es/office/funciones-es-0f2d7971-6019-40a0-a171-f2d869135665,ESBLANCO(valor),Funciones,es-es
ESTIMACION.LINEAL,Estadística,Devuelve los parámetros de una tendencia lineal.,https://support.microsoft.com/es-es/office/funci%C3%B3n-estimacion-lineal-84d7d0d9-6e50-4101-977a-fa7abf772b6d,"ESTIMACION.LINEAL(conocido_y, [conocido_x], [constante], [estadística])",ESTIMACION.LINEAL,es-es
ESTIMACION.LOGARITMICA,Estadística,Devuelve los parámetros de una tendencia exponencial.,https://support.microsoft.com/es-es/office/funci%C3%B3n-estimacion-logaritmica-f27462d8-3657-4030-866b-a272c1d18b4b,=ESTIMACION.LOGARITMICA(),ESTIMACION.LOGARITMICA,es-es
EUROCONVERT,Complementos y automatización,"Convierte un número a euros. Convierte un número de euros a la moneda de un estado que haya adoptado el euro, o bien, convierte el número de una moneda de un estado que adoptó el euro a otro usando el euro como moneda intermedia (triangulación).",https://support.microsoft.com/es-es/office/euroconvert-funci%C3%B3n-euroconvert-79c8fd67-c665-450c-bb6c-15fc92f8345c,"EUROCONVERT(número,origen,destino,máxima_precisión,precisión_de_triangulación)",EUROCONVERT,es-es
EXP,Matemáticas y trigonometría,Devuelve e elevado a la potencia de un número dado.,https://support.microsoft.com/es-es/office/funci%C3%B3n-exp-c578f034-2c45-4c37-bc8c-329660a63abe,Exp( número ),EXP,es-es
FACT,Matemáticas y trigonometría,Devuelve el factorial de un número.,https://support.microsoft.com/es-es/office/funci%C3%B3n-fact-ca8588c2-15f2-41c0-8e8c-c11bd471a4f3,FACT(número),FACT,es-es
FACT.DOBLE,Matemáticas y trigonometría,Devuelve el factorial doble de un número.,https://support.microsoft.com/es-es/office/funci%C3%B3n-fact-doble-e67697ac-d214-48eb-b7b7-cce2589ecac8,FACT.DOBLE(número),FACT.DOBLE,es-es
FALSO,Lógica,Devuelve el valor lógico FALSE.,https://support.microsoft.com/es-es/office/falso-funci%C3%B3n-falso-2d58dfa5-9c03-4259-bf8f-f0ae14346904,=FALSO(),FALSO,es-es
FECHA,Fecha y hora,Devuelve el número de serie de una fecha determinada,https://support.microsoft.com/es-es/office/fecha-funci%C3%B3n-fecha-e36c0c8c-4104-49da-ab83-82328b832349,=FECHA(),FECHA,es-es
FECHA.MES,Fecha y hora,Devuelve el número de serie de la fecha que es el número indicado de meses antes o después de la fecha de inicio.,https://support.microsoft.com/es-es/office/funci%C3%B3n-fecha-mes-3c920eb2-6e66-44e7-a1f5-753ae47ee4f5,"FECHA.MES(fecha_inicial, meses)",FECHA.MES,es-es
FECHANUMERO,Fecha y hora,Convierte en un número de serie una fecha en formato de texto.,https://support.microsoft.com/es-es/office/funci%C3%B3n-valfecha-df8b07d4-7761-4a93-bc33-b7471bbff252,FECHANUMERO(texto_de_fecha),VALFECHA,es-es
FI,Estadística,Devuelve el valor de la función de densidad de una distribución normal estándar.,https://support.microsoft.com/es-es/office/fi-funci%C3%B3n-fi-23e49bc6-a8e8-402d-98d3-9ded87f6295c,FI(x),FI,es-es
FILA,Búsqueda y referencia,Devuelve el número de fila de una referencia.,https://support.microsoft.com/es-es/office/funci%C3%B3n-fila-3a63b74a-c4d0-4093-b49a-e76eb49a6d8d,FILA([ref]),FILA,es-es
FILAS,Búsqueda y referencia,Devuelve el número de filas de una referencia.,https://support.microsoft.com/es-es/office/filas-funci%C3%B3n-filas-b592593e-3fc2-47f2-bec1-bda493811597,FILAS(matriz),FILAS,es-es
FILTRAR,Búsqueda y referencia,Filtra un rango de datos basándose en los criterios que defina.,https://support.microsoft.com/es-es/office/funci%C3%B3n-filtrar-f4f7cb66-82eb-4767-8f7c-4877ad80c759,=FILTRAR(),FILTRAR,es-es
FIN.MES,Fecha y hora,Devuelve el número de serie del último día del mes antes o después de un número de meses especificado.,https://support.microsoft.com/es-es/office/funci%C3%B3n-fin-mes-7314ffa1-2bc9-4005-9d66-f49db127d628,"FIN.MES(fecha_inicial, meses)",FIN.MES,es-es
