Two_Letter_Country_Code,Country,Continent_Name,Most_Recent_Year,Arable_land_percent_recent,Arable Land (% of land area),Most_Recent_Year_hectares,Hectares_Change_5yr,percent_change_5yr
DO,Dominican Republic,North America,2023,20.2448088116483,"[14.9037466363072, 15.110743117367, 15.3177395984268, 15.5247360794866, 15.7317325605465, 15.9387290416063, 16.1457255226661, 16.1457255226661, 16.8702132063755, 16.9737114469054, 17.0979093355413, 17.5947008900849, 17.9051956116746, 18.3191885737942, 18.9401780169737, 19.8716621817429, 20.4926516249224, 21.0101428275719, 21.5276340302215, 22.148623473401, 22.2521217139309, 22.2521217139309, 22.2521217139309, 22.2521217139309, 22.2521217139309, 22.2521217139309, 20.5133512730284, 20.5133512730284, 20.3805278410267, 20.2114820948044, 20.0424342786173, 19.8733864624301, 19.7043407162078, 19.5352929000207, 19.3662450838336, 19.1971993376113, 19.0281515214241, 18.859103705237, 18.6900579590147, 18.5210101428276, 18.557234527013, 18.5934589111985, 15.8700641689091, 15.3361208859449, 15.9581660111778, 15.7044876837094, 16.3912792382529, 15.6572034775409, 16.9755350859035, 16.5945911819499, 17.2265100393293, 17.0631277168288, 17.2074353135997, 16.8844462844132, 16.6892858621403, 17.5984247567791, 18.1168702132064, 19.3031235768992, 19.2206215110081, 18.6567435757734, 18.7447886863402, 19.5692561644648, 20.2448088116483]",975759.7,43225.79999999993,0.046353060194379986
DZ,Algeria,Africa,2023,3.16197401899452,"[2.71734110356294, 2.64512499265243, 2.60313888165795, 2.5745883261817, 2.60439846498778, 2.61195596496679, 2.64554485376238, 2.62119290938558, 2.61699429828613, 2.6232922149353, 2.67871388144802, 2.73329582574085, 2.73413554796073, 2.74757110347897, 2.87394929757236, 2.97765499172874, 2.89872110305911, 2.89368276973977, 2.87436915868231, 2.88654513087071, 2.89074374197016, 2.88906429753038, 2.76772443675632, 2.9033395752685, 2.90124026971878, 2.92517235298563, 2.9679981862, 2.98143374171824, 2.9931898527967, 2.97303651951934, 3.04819165819947, 3.17498971340281, 3.16281374121441, 3.1393015190575, 3.15693568567518, 3.15777540789507, 3.21193749107795, 3.21655596328734, 3.22159429660668, 3.21697582439729, 3.18380679671165, 3.16869179675363, 3.15051181069302, 3.14601929681661, 3.15357679679562, 3.13636249128788, 3.13594263017794, 3.14433985237683, 3.14601929681661, 3.14979804680612, 3.14979804680612, 3.15168742180087, 3.14736285236844, 3.13611057462191, 3.13304427307587, 3.10873432501687, 3.13670004421136, 3.14925241661457, 3.16197401899452, 3.16197401899452, 3.16197401899452, 3.16197401899452, 3.16197401899452]",7531000.0,30296.400000000373,0.004039141074712028
EC,Ecuador,South America,2023,4.13915284264777,"[6.15879208206907, 6.15879208206907, 6.17685305591677, 6.17685305591677, 6.19491402976448, 6.19491402976448, 6.2129750036122, 6.19491402976448, 6.2129750036122, 6.2310359774599, 6.24909695130761, 6.26715792515532, 6.28521889900303, 6.33217743100708, 6.2129750036122, 6.06848721283052, 5.96012136974426, 5.81563357896258, 5.70726773587632, 5.57000433463372, 5.77951163126716, 5.60612628232914, 5.63502384048548, 5.68920676202861, 5.74338968357174, 5.79757260511487, 5.83730674757983, 5.86981650050571, 5.71810432018494, 5.79396041034533, 5.938448201127, 5.89871405866204, 5.66753359341136, 5.85536772142754, 5.68559456725907, 5.80479699465395, 5.81202138419304, 6.45031406023514, 6.48252536640361, 6.50668384602996, 6.03961990658721, 5.47592204863907, 5.23031083910453, 5.14172974714125, 5.21823159929135, 4.96456756321469, 4.81156385891448, 4.97664680302786, 4.82928007730713, 4.77693670478338, 4.65332581736189, 4.62191979384764, 4.80753744564342, 3.9056208729264, 4.3002093734901, 3.92977935255275, 4.15928490900306, 3.89756804638428, 3.9821227250765, 4.17941697535835, 4.12304718956354, 3.92172652601063, 4.13915284264777]",1028000.0,60000.0,0.06198347107438017
EE,Estonia,Europe,2023,16.6393634448865,"[26.3033734371314, 25.1474404340646, 22.3873555083746, 20.618070299599, 20.8539749941024, 20.9483368719037, 20.9247464024534, 20.2642132578438, 19.8867657466384, 15.9707478178816, 14.4751120547299, 12.8568058504364, 12.2505307855626, 13.9608398207124, 13.1894314696862, 14.13776834159, 14.1023826374145, 14.069355980184, 15.2158527954706, 14.9186128803963, 14.6378862939372, 14.6767885898321, 15.0448585231194, 15.527950310559, 16.0110420979986, 15.8830409356725, 15.9766081871345, 16.140350877193, 16.233918128655, 16.374269005848, 16.5457523987831, 16.6393634448865]",711000.0,28000.0,0.040995607613469986
EG,"Egypt, Arab Rep.",Africa,2023,3.11718318348486,"[2.51042242202019, 2.44412074940981, 2.42402933346728, 2.43307047064142, 2.59380179818173, 2.69526344869155, 2.70631372745994, 2.69928173188005, 2.73745542217088, 2.73745542217088, 2.74750113014215, 2.73745542217088, 2.73544628057662, 2.71937314782259, 2.70330001506856, 2.6078657893415, 2.51042242202019, 2.40594705911899, 2.31453111658044, 2.29644884223216, 2.31754482897182, 2.29166708523783, 2.27509166708524, 2.28565975187101, 2.31553568737757, 2.32859510774022, 2.29845798382641, 2.3205585413632, 2.30649455020343, 2.2944397006379, 2.27736199708674, 2.62723391431011, 2.62813802802753, 2.62460193882164, 2.82987593550655, 2.72284896278065, 2.79162187955196, 2.80638907026973, 3.00768496659802, 2.81380280275252, 2.87407705058014, 2.94941986036466, 2.91928273645085, 2.97855241348134, 2.57471495303632, 2.61690692651565, 2.57571952383344, 2.65407604600934, 2.89718217891406, 2.88613190014566, 2.82083479833241, 2.84193078507208, 2.72034758149581, 2.65225777286654, 2.87897644281481, 2.79950313928374, 2.92527881862474, 3.06293636044, 3.23371339595158, 3.38038073233211, 3.09106434275956, 3.11718318348486, 3.11718318348486]",3103000.0,54000.0,0.0177107248278124
ER,Eritrea,Africa,2023,5.69409349206375,"[4.93069306930693, 4.32673267326733, 4.33663366336634, 3.65346534653465, 3.87128712871287, 4.93069306930693, 4.93069306930693, 5.54455445544555, 5.56435643564356, 5.56435643564356, 5.91089108910891, 4.94285853030549, 5.12289469065343, 5.53700562256476, 5.53569837205687, 5.53456029744016, 5.69920149726779, 5.6994128192333, 5.69828855371813, 5.6986118181611, 5.70015791420086, 5.70077452457709, 5.69829862429445, 5.69883119202229, 5.69912425026678, 5.69881918979739, 5.69868589789808, 5.70055580171216, 5.69409349206375, 5.69409349206375, 5.69409349206375]",690000.0,0.0,0.0
ES,Spain,Europe,2023,23.0074340991168,"[32.5063027732202, 32.6063467925887, 32.424266677338, 31.8520148865501, 31.9460562647565, 31.0316539277282, 31.4938572972108, 31.397815038617, 32.1781583896915, 31.3938132778423, 32.6923846492457, 32.5903397494898, 32.1221337388451, 31.8519259629815, 31.6654324199908, 31.340953219769, 31.2887856828282, 31.3094308650131, 31.1846899147215, 31.1490179590366, 31.1716653986305, 31.1636567492892, 31.2195903329796, 31.3370975492552, 31.1629024507448, 31.1649046932564, 31.2029473009771, 31.1889316033958, 31.058785840141, 30.7043889155855, 30.5502162421913, 30.4360884190293, 29.9975973089861, 29.6452026269422, 28.1214960756047, 28.9324042928079, 28.6020342783918, 27.3986865289124, 26.9561909338459, 26.8537074148297, 26.2055684827088, 25.8676659185636, 26.0751988141263, 26.0927921791738, 25.8730890220201, 25.4920036875225, 25.2168860571818, 25.0360866078589, 25.0611639193037, 25.0554988900222, 24.8639673521645, 25.1294456328342, 24.3517722556526, 24.5456908098599, 24.5731005621812, 24.6958948202833, 24.529740774323, 23.7873681820378, 23.6449621650246, 23.2994560606836, 23.112437562789, 23.3945131872425, 23.0074340991168]",11496755.0,-387496.9000000004,-0.03260591438658418
ET,Ethiopia,Africa,2023,14.5325559938566,"[10.0, 9.932, 9.94, 9.927, 9.9, 9.891, 9.881, 9.872, 9.862, 9.853, 10.928, 10.9551919006009, 11.3618662700454, 11.8694340984139, 12.4380754315493, 12.0559827881042, 12.3587993002942, 12.9057011034308, 13.4622853188946, 13.5975929442794, 13.7084728569845, 13.8196461741706, 13.9303953410931, 14.0409203421887, 14.1501576177916, 14.3430388457376, 14.3473484917961, 14.3500889708883, 14.560115607756, 14.5325559938566, 14.5325559938566]",16399972.0,212972.0,0.01315697782170878
FI,Finland,Europe,2023,7.38255033557047,"[8.74848156538297, 8.79575823237795, 8.84960110312223, 8.89589283955481, 8.93167864998851, 8.97403066417151, 9.00357858104337, 9.01244295610493, 8.57382054565153, 8.44807774385239, 8.38077415542204, 8.08529498670344, 7.98811517121376, 8.02849732427197, 8.04950917626974, 8.08266850520372, 7.94051019403132, 7.91260382809679, 7.87780294822548, 7.77766834104862, 7.72415378049181, 7.63222692800158, 7.58856167306871, 7.51731836238879, 7.46840014445648, 7.41849699596178, 7.48284579270495, 7.37516005121639, 7.4221084080239, 7.44902984339604, 7.5501493811353, 7.49991792245313, 7.4710266259562, 7.5501493811353, 7.03732886831478, 6.9713385206343, 6.97856134475853, 7.11513838274402, 7.14764109130306, 7.18375521192423, 7.20082734167241, 7.2395679437933, 7.26813093010276, 7.29078433303785, 7.34265734265734, 7.43316563085726, 7.42115820974054, 7.43369529450477, 7.43106284962159, 7.41954590325765, 7.40564019875613, 7.40103326861693, 7.31876665898845, 7.34081411036888, 7.37817116909611, 7.39034582606693, 7.3769413003422, 7.38023163990524, 7.38656927582009, 7.37974600250049, 7.37955904913905, 7.37297896973723, 7.38255033557047]",2244000.0,1000.0,0.00044583147570218456
FJ,Fiji,Oceania,2023,4.20361247947455,"[4.87137383689108, 4.87137383689108, 4.7071702244116, 4.7071702244116, 4.43349753694581, 4.43349753694581, 4.3240284619595, 3.6672140120416, 3.6672140120416, 3.6672140120416, 3.6672140120416, 3.83141762452107, 3.83141762452107, 3.83141762452107, 4.10509031198686, 4.37876299945265, 4.65243568691845, 4.92610837438424, 4.92610837438424, 4.92610837438424, 5.19978106185003, 5.47345374931582, 5.74712643678161, 6.0207991242474, 6.56814449917898, 6.56814449917898, 7.11548987411056, 7.66283524904215, 8.21018062397373, 8.75752599890531, 9.35960591133005, 9.04214559386973, 8.72468527640942, 8.4072249589491, 7.81609195402299, 7.49863163656267, 7.18117131910235, 6.86371100164204, 6.65571975916804, 6.33825944170772, 6.0207991242474, 5.70333880678708, 5.38587848932677, 5.06841817186645, 4.75095785440613, 4.43349753694581, 4.1160372194855, 3.79857690202518, 3.38259441707718, 3.4592227695676, 3.53585112205802, 3.61247947454844, 3.68910782703886, 3.76573617952928, 3.8423645320197, 3.91899288451013, 3.99562123700055, 4.07224958949097, 4.14887794198139, 4.20361247947455, 4.20361247947455, 4.20361247947455, 4.20361247947455]",76800.0,2400.0,0.03225806451612903
FM,"Micronesia, Fed. Sts.",Oceania,2023,2.85714285714286,"[3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 3.57142857142857, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286, 2.85714285714286]",2000.0,0.0,0.0
FO,Faroe Islands,Europe,2023,0.0510948905109489,"[0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0458452722063037, 0.0472779369627507, 0.0472779369627507, 0.0472779369627507, 0.0472779369627507, 0.0512445095168375, 0.0510948905109489, 0.0510948905109489, 0.0510948905109489]",70.0,4.0,0.06060606060606061
FR,France,Europe,2023,31.3558697467298,"[36.3781426848502, 36.2371277483997, 36.0979682716393, 35.3984599684572, 34.8752203358382, 34.2573522590222, 33.5392893589387, 32.61712589294, 32.591149457278, 32.3165414231376, 31.6467204749977, 31.5929121439837, 31.7209388626032, 32.0586325262084, 32.160682809166, 31.7858799517581, 32.0345115502366, 32.1977920029687, 32.2868540680954, 32.4185917060952, 32.5187865293627, 32.7507189906299, 32.7841172650524, 33.0438816216718, 33.2554040263475, 33.3945635031079, 33.7081361907413, 33.0513034604323, 32.8600055663791, 32.9989794971704, 33.0852583727618, 33.114203543928, 33.4609889600148, 33.5767696446795, 33.7194544948511, 33.7786436589665, 33.8994340847945, 33.9883106039521, 34.053437239076, 34.0558493366732, 34.040077929307, 34.0875776973745, 34.0565915205492, 34.081083588459, 34.0988960014844, 34.027275257445, 33.9293069858057, 33.8968364412283, 33.8736431951016, 33.9562111513127, 33.9074125614621, 33.9209574172001, 33.9654884497634, 34.0163280452732, 34.2864829761573, 34.0586622135634, 34.2598886724186, 33.6328045273216, 33.2921152240468, 31.5143631134614, 31.5621764542165, 31.5249188236386, 31.3558697467298]",16899246.0,-1227154.0,-0.0676998190484597
GA,Gabon,Africa,2023,1.26130321729344,"[0.349283967865875, 0.38809329762875, 0.426902627391625, 0.4657119571545, 0.504521286917375, 0.54333061668025, 0.582139946443125, 0.620949276206, 0.659758605968875, 0.69856793573175, 0.737377265494625, 0.7761865952575, 0.814995925020375, 0.85380525478325, 0.9003764504987, 1.00128070788217, 1.05949470252649, 1.11382776419451, 1.12158963014709, 1.12935149609966, 1.13711336205224, 1.14487522800481, 1.15263709395739, 1.16039895990996, 1.16816082586254, 1.17592269181511, 1.18368455776769, 1.19144642372026, 1.19920828967284, 1.20697015562541, 1.21473202157799, 1.22249388753056, 1.23025575348314, 1.23801761943571, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344, 1.26130321729344]",325000.0,0.0,0.0
GB,United Kingdom,Europe,2023,24.9811581862522,"[29.6573388996817, 29.9094779481668, 30.0706816021163, 30.3972223370396, 30.3352209316744, 30.2732195263093, 30.2112181209441, 30.078948456165, 29.6077377753896, 29.3555987269045, 29.4796015376349, 29.4672012565618, 29.2439961972471, 29.2109287810524, 28.3925102302319, 28.4958459058405, 28.6074484354979, 28.6694498408631, 28.227173149258, 28.5950481544248, 28.549580457157, 28.5743810193031, 28.5165130409623, 28.6115818625222, 28.8926549001777, 28.6859835489604, 28.6653164138387, 28.4627784896458, 27.7022279171661, 27.3632869011698, 27.1442152688794, 27.0904807175629, 25.1767040052908, 24.4326871409085, 24.5360228165172, 25.2056379944612, 26.3216632910346, 25.8463191832348, 24.4574877030546, 24.2880171950564, 23.3579961145786, 23.9160087628653, 23.3910635307734, 24.0524118546687, 23.6804034224776, 25.1891042863638, 25.1519034431447, 24.821229281197, 25.0031000702683, 24.6765593353449, 25.0568346215848, 25.6768486752366, 25.8975736783367, 25.7657173562601, 24.8460298433431, 24.9080746496921, 25.1431380977969, 24.9567536064151, 25.1543768858761, 24.7117025585913, 24.8410870913074, 24.9704873310462, 24.9811581862522]",6043691.6,5904.199999999255,0.0009778747757828066
GD,Grenada,North America,2023,8.82352941176471,"[14.7058823529412, 14.7058823529412, 14.7058823529412, 14.7058823529412, 14.7058823529412, 14.7058823529412, 14.7058823529412, 14.7058823529412, 14.7058823529412, 14.7058823529412, 14.7058823529412, 11.7647058823529, 11.7647058823529, 11.7647058823529, 11.7647058823529, 11.7647058823529, 11.7647058823529, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 5.88235294117647, 5.88235294117647, 5.88235294117647, 5.88235294117647, 5.88235294117647, 5.88235294117647, 5.88235294117647, 5.88235294117647, 2.94117647058824, 2.94117647058824, 2.94117647058824, 2.94117647058824, 2.94117647058824, 2.94117647058824, 5.88235294117647, 5.88235294117647, 5.88235294117647, 5.88235294117647, 5.88235294117647, 5.88235294117647, 5.88235294117647, 5.88235294117647, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471, 8.82352941176471]",3000.0,0.0,0.0
GE,Georgia,Europe,2023,4.37473017700389,"[11.4404950352569, 11.4404950352569, 11.4404950352569, 11.0951216002302, 11.239027198158, 11.2965894373291, 11.3973233558785, 11.368542236293, 11.4117139156713, 11.4404950352569, 11.498057274428, 11.5412289538063, 6.50453302633472, 6.76356310260469, 6.64843862426248, 6.66282918405526, 6.60526694488416, 6.23111239027198, 5.6842711181465, 5.43099726579364, 5.3245071233271, 5.98215570585696, 5.25255432436322, 5.29140883580371, 4.95035256871492, 4.6625413728594, 4.47546409555332, 4.41790185638221, 4.46107353576054, 4.48985465534609, 4.5474168945172, 4.37473017700389]",304000.0,-7000.0,-0.022508038585209004
GH,Ghana,Africa,2023,20.6998545265961,"[7.47121385250945, 7.47121385250945, 7.47121385250945, 7.47121385250945, 7.47121385250945, 7.47121385250945, 7.47121385250945, 7.47121385250945, 7.47121385250945, 7.47121385250945, 7.47121385250945, 7.47121385250945, 7.47121385250945, 7.47121385250945, 7.91069702030412, 7.91069702030412, 7.91069702030412, 8.3501801880988, 8.3501801880988, 8.3501801880988, 8.3501801880988, 9.22914652368814, 9.22914652368814, 10.1081128592775, 10.5475960270722, 10.5475960270722, 10.9870791948668, 11.4265623626615, 11.4265623626615, 11.8660455304562, 12.3055286982509, 12.3055286982509, 12.3055286982509, 12.3055286982509, 13.1844950338402, 14.0634613694296, 15.8213940406082, 16.0334732354751, 16.2455524303419, 16.4576320646919, 16.6697112595588, 16.8817904544256, 17.0938696492924, 17.3059492836424, 17.5180284785093, 17.7301076733761, 17.9421868682429, 18.1542660631098, 18.3663456974598, 18.5784248923266, 18.7905040871935, 19.0025832820603, 19.2146624769271, 19.4267421112771, 19.638821306144, 19.8509005010108, 20.0629796958777, 20.2750593302277, 20.487768807162, 20.7001274557201, 20.6998545265961, 20.6998545265961, 20.6998545265961]",4709900.0,96513.0,0.020920204613226683
GM,"Gambia, The",Africa,2023,43.4782608695652,"[11.9565217391304, 12.0553359683794, 12.1541501976285, 12.2529644268775, 12.3517786561265, 12.4505928853755, 12.6482213438735, 12.6482213438735, 12.8458498023715, 12.8458498023715, 13.1422924901186, 13.6363636363636, 14.1304347826087, 16.798418972332, 16.2055335968379, 16.1067193675889, 16.798418972332, 17.4901185770751, 16.403162055336, 15.7114624505929, 17.8853754940711, 19.9604743083004, 18.0830039525692, 16.699604743083, 16.699604743083, 17.4901185770751, 18.1818181818182, 19.6640316205534, 17.8853754940711, 18.4782608695652, 19.3675889328063, 16.0079051383399, 15.9090909090909, 17.7865612648221, 18.2806324110672, 18.7747035573123, 20.2569169960474, 21.2450592885375, 22.2332015810277, 23.1225296442688, 24.1106719367589, 25.098814229249, 26.0869565217391, 26.9762845849802, 27.9644268774704, 28.9525691699605, 29.9407114624506, 36.7588932806324, 42.2924901185771, 44.4664031620553, 44.4664031620553, 44.4664031620553, 44.4664031620553, 44.4664031620553, 44.4664031620553, 44.4664031620553, 43.4782608695652, 43.4782608695652, 43.4782608695652, 43.4782608695652, 43.4782608695652, 43.4782608695652, 43.4782608695652]",440000.0,0.0,0.0
GN,Guinea,Africa,2023,24.4184071300667,"[11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1509034673612, 11.1549731401595, 11.1590428129578, 11.1631124857561, 11.1549731401595, 11.4197969233274, 11.9405872537848, 12.46224116881, 12.0387290411851, 14.8265769982093, 14.9299556405665, 16.9222179716751, 17.269160833469, 18.697251342992, 19.5101782516686, 19.8483363177601, 20.5018305388247, 21.0845323945955, 20.0183118997233, 20.1584352108091, 21.3538258993977, 22.5862302620869, 24.4184071300667]",6000091.0,819199.7000000002,0.1581194533071945
GQ,Equatorial Guinea,Africa,2023,1.88948306595365,"[1.56862745098039, 1.49732620320856, 1.46167557932264, 1.3903743315508, 1.35472370766488, 1.28342245989305, 1.24777183600713, 1.17647058823529, 1.14081996434938, 1.06951871657754, 1.03386809269162, 1.10516934046346, 1.06951871657754, 0.998217468805704, 0.962566844919786, 0.89126559714795, 0.855614973262032, 0.784313725490196, 0.748663101604278, 0.677361853832442, 0.641711229946524, 0.570409982174688, 0.53475935828877, 0.53475935828877, 0.53475935828877, 0.53475935828877, 0.53475935828877, 0.53475935828877, 0.53475935828877, 0.570409982174688, 0.570409982174688, 0.606060606060606, 0.606060606060606, 0.606060606060606, 0.606060606060606, 0.641711229946524, 0.677361853832442, 0.71301247771836, 0.71301247771836, 0.784313725490196, 1.06951871657754, 1.31907308377897, 1.31907308377897, 1.31907308377897, 1.31907308377897, 1.46167557932264, 1.46167557932264, 1.63992869875223, 1.92513368983957, 1.92513368983957, 1.92513368983957, 1.92513368983957, 1.92513368983957, 1.92513368983957, 1.92513368983957, 1.92513368983957, 1.92513368983957, 1.92513368983957, 1.88948306595365, 1.88948306595365, 1.88948306595365, 1.88948306595365, 1.88948306595365]",53000.0,-1000.0,-0.018518518518518517
GR,Greece,Europe,2023,14.4387362296354,"[21.6757176105508, 22.211016291699, 23.7160589604344, 23.2816136539953, 23.2040341349884, 23.2350659425912, 23.4290147401086, 23.6850271528317, 23.4057408844065, 23.3514352211016, 23.2040341349884, 23.1574864235842, 22.9402637703646, 22.8704422032583, 22.5601241272304, 22.4049650892164, 22.2498060512025, 22.6764934057409, 22.7230411171451, 22.5213343677269, 22.6920093095423, 22.7152831652444, 22.4980605120248, 22.6687354538402, 22.4204809930178, 22.3351435221102, 22.2653219550039, 22.211016291699, 22.4437548487199, 22.4903025601241, 22.2420480993018, 22.2187742435997, 22.0248254460822, 22.0015515903801, 21.8851823118697, 21.799844840962, 21.6369278510473, 21.5981380915438, 21.4274631497285, 21.2645461598138, 21.1016291698991, 21.0783553141971, 21.0395655546936, 20.3956555469356, 20.4732350659426, 20.0465477114042, 19.9146625290923, 19.8293250581846, 19.7595034910784, 19.9146625290923, 19.7982932505818, 19.7051978277735, 19.4724592707525, 17.2536850271528, 16.8425135764158, 16.6020170674942, 16.6244173778123, 16.61206128782, 16.5113157486424, 13.9927090768037, 14.0607439875873, 14.4387362296354, 14.4387362296354]",1861153.1,-280141.6000000001,-0.1308281386957153
GT,Guatemala,North America,2023,14.501679731243,"[10.2650242627846, 10.2650242627846, 10.2650242627846, 10.2650242627846, 10.2650242627846, 10.2650242627846, 10.3583426651736, 10.3583426651736, 10.2650242627846, 10.2650242627846, 10.2650242627846, 10.4516610675625, 10.7316162747294, 10.9182530795073, 10.9182530795073, 11.1982082866741, 11.6648002986189, 11.6648002986189, 11.65546845838, 11.8514371033968, 11.8980963045913, 12.1313923105636, 12.1313923105636, 12.1313923105636, 12.1313923105636, 12.1313923105636, 12.1313923105636, 12.1313923105636, 12.1313923105636, 12.1313923105636, 12.1313923105636, 12.1313923105636, 12.3553564762971, 12.635311683464, 12.6446435237029, 12.7006345651362, 13.4698581560284, 14.2390817469205, 15.0083053378126, 15.7775289287047, 16.5467525195969, 17.315976110489, 18.0851063829787, 15.5748413587159, 13.0645763344532, 14.053751399776, 14.7069802164987, 14.7536394176932, 14.3766330720418, 13.9996267263904, 13.6226203807391, 13.2456140350877, 12.8686076894364, 13.1849570735349, 13.7178051511758, 13.876446435237, 14.0350877192982, 14.1937290033595, 14.3523702874207, 14.501679731243, 14.501679731243, 14.501679731243, 14.501679731243]",1554000.0,33000.0,0.021696252465483234
GU,Guam,Oceania,2023,1.85185185185185,"[3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 3.7037037037037, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185, 1.85185185185185]",1000.0,0.0,0.0
GW,Guinea-Bissau,Africa,2023,14.065807254623,"[8.35704125177809, 8.35704125177809, 8.35704125177809, 8.35704125177809, 8.35704125177809, 8.35704125177809, 8.7126600284495, 8.7126600284495, 8.7126600284495, 8.7126600284495, 8.7126600284495, 8.7126600284495, 8.8904694167852, 9.06827880512091, 9.06827880512091, 9.06827880512091, 9.06827880512091, 9.06827880512091, 9.06827880512091, 9.06827880512091, 9.13940256045519, 9.60170697012802, 9.95732574679943, 10.1351351351351, 10.3129445234708, 8.8904694167852, 8.5348506401138, 8.17923186344239, 8.5348506401138, 8.8904694167852, 8.8904694167852, 8.8904694167852, 9.60170697012802, 9.95732574679943, 9.95732574679943, 9.60170697012802, 9.60170697012802, 9.24608819345661, 9.95732574679943, 10.6685633001422, 10.6685633001422, 9.95732574679943, 9.60170697012802, 9.95732574679943, 9.95732574679943, 9.95732574679943, 9.95732574679943, 9.95732574679943, 9.95732574679943, 10.6685633001422, 10.6685633001422, 10.6685633001422, 10.6685633001422, 10.6685633001422, 10.6685633001422, 11.196493598862, 11.1978698435277, 11.7213300142248, 13.0495448079659, 13.3325533428165, 14.0239971550498, 13.7988762446657, 14.065807254623]",395530.5,65926.70000000001,0.2000180216368865
