"business_id","phone_number","name","full_address","latitude","longitude","review_count","rating","timezone","website","place_id","place_link","types","price_level","Wednesday","Thursday","Friday","Saturday","Sunday","Monday","Tuesday","city","verified","photos","state","description"
"0x8e46835a93007399:0x14502da828ed43da","","RESTAURANTE RED HOT","RESTAURANTE RED HOT, Cra. 49 #52-27, Los Naranjos, Itagi, Antioquia, Colombia","6.1719846","-75.6075164","25","3.7","America/Bogota","https://www.paginasamarillas.com.co/itagui/servicios/restaurante-red-hot?isCompany=true","ChIJmXMAk1qDRo4R2kPtKKgtUBQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46835a93007399:0x14502da828ed43da","Chinese restaurant","","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","Itag, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipNsRAg7lAbXaAlEXD20ceBGoUAB9vidZ4t4NQAU=w203-h135-k-no","Open  Closes 10PM",""
"0x8e4429aad1407a63:0x74288f928819166d","+573223787847","Restaurante Chino Dorado Barrio antioquia","Restaurante Chino Dorado Barrio antioquia, Cra. 65F #25-07, Barrio, Medelln, Guayabal, Medelln, Antioquia, Colombia","6.225617799999999","-75.5863092","2","3","America/Bogota","https://uqr.to/restaurante-chino-dorado-2","ChIJY3pA0aopRI4RbRYZiJKPKHQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429aad1407a63:0x74288f928819166d","Chinese restaurant, Delivery Restaurant, Restaurant, Rice shop","","11AM8:30PM","11AM8:30PM","11AM8:30PM","11AM8:30PM","11AM8:30PM","11AM8:30PM","11AM8:30PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipOo5jkf7nXdyINrJaJ1betx_Pk0REEBMQ-y22gH=w203-h152-k-no","Open  Closes 8:30PM",""
"0x8e468251e1ad2927:0x1b7cc593d428cb06","","Chow Fan Express","Chow Fan Express, 42, 051000, Cl 33B Sur, Envigado, Antioquia, Colombia","6.1727452","-75.58577489999999","","","America/Bogota","","ChIJJymt4VGCRo4RBsso1JPFfBs","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e468251e1ad2927:0x1b7cc593d428cb06","Restaurant","","","","","","","","","Envigado, Antioquia, Colombia","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CWGiOVuCAbQQvWRZO_R4Rg&cb_client=search.gws-prod.gps&w=203&h=100&yaw=43.7775&pitch=0&thumbfov=100","",""
"0x8e442994112e2f73:0xc0cc858219acecc8","+576045579474","Restaurante China Chen","Restaurante China Chen, Av. 80 #30a-111, Medelln, Beln, Medelln, Antioquia, Colombia","6.2327962","-75.6023517","335","4.1","America/Bogota","http://www.facebook.com/RestauranteChinaChen/","ChIJcy8uEZQpRI4RyOysGYKFzMA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e442994112e2f73:0xc0cc858219acecc8","Chinese restaurant, Asian restaurant","$","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipPGjIK56MLNEs6D8eGwu2Kh3qJlfsNuyiiSbdCd=w203-h135-k-no","Open  Closes 10PM",""
"0x8e44284a4847d65f:0x18b400703b4cdbe7","+576042283006","restaurante asia express","restaurante asia express, 25 local 2133, El Poblado, La Candelaria, Medelln, Antioquia, Colombia","6.229937","-75.5699733","103","3.8","America/Bogota","","ChIJX9ZHSEooRI4R59tMO3AAtBg","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e44284a4847d65f:0x18b400703b4cdbe7","Chinese restaurant","$$","11AM9PM","11AM9PM","11AM9PM","11AM10PM","10AM8PM","11AM9PM","11AM9PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipOtSNXYtguQ5eRTO9nZw_2CX8CPhbwb1JxOqU2O=w203-h152-k-no","Open  Closes 8PM",""
"0x8e46822e800fca6f:0x6a2a325b7497e47c","","RESTAURANTE El Sabor Chino Express","RESTAURANTE El Sabor Chino Express, Obrero Park, Cl. 47 #51A-07, Villa Paula, Itagi, Antioquia, Colombia","6.1721343","-75.6120613","115","3.9","America/Bogota","","ChIJb8oPgC6CRo4RfOSXdFsyKmo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46822e800fca6f:0x6a2a325b7497e47c","Chinese restaurant","$","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","Itag, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipMlojuZaALRRYNHF-H6Y2VISfy0zoR0HNjVuJVC=w203-h152-k-no","Open  Closes 9PM",""
"0x8e44299492b3e66b:0xda89253a1678f9ff","","Restaurante Chino Chang Xing","Restaurante Chino Chang Xing, Cr81 28-112 Beln, Medelln, Antioquia, Colombia","6.230573","-75.6018619","65","4.1","America/Bogota","https://www.paginasamarillas.com.co/empresas/restaurante-chino-chang-xing/medellin-15540988","ChIJa-azkpQpRI4R__l4Fjolido","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e44299492b3e66b:0xda89253a1678f9ff","Restaurant, Asian fusion restaurant, Grocery delivery service, Seafood market, Supermarket","$","10AM10PM","10AM10PM","10AM10PM","10AM10PM","11AM10PM","10AM10PM","10AM10PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipOuKbpS6Mh0S6I1IYwZ07ASqP0cSxNNwGrZjMD4=w203-h135-k-no","Open  Closes 10PM",""
"0x8e44282af7f91cf5:0x66422dfbc04aa73","+573147486275","Restaurante Cuon","Restaurante Cuon, Cl. 8 #43A- 29, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.2090176999999995","-75.5714765","1411","4.6","America/Bogota","http://www.cuonrestaurant.com/","ChIJ9Rz59yooRI4Rc6oEvN8iZAY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e44282af7f91cf5:0x66422dfbc04aa73","Chinese restaurant, Asian fusion restaurant, Asian restaurant, Pan-Asian restaurant, Dumpling restaurant, Ramen restaurant, Restaurant, Sushi restaurant","$$$","123PM","1210:30PM","1210:30PM","1210:30PM","124:30PM","1210:30PM","1210:30PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipPUq-WpARtDVxRTlgNC8sFHs6ofcBqLqtj5Z8G3=w203-h152-k-no","Closed  Opens 12PM Mon",""
"0x8e44294bbf48fc37:0x6b300f8eaea6347a","","DOU Chinese Bites","DOU Chinese Bites, Cra. 36 #8a-60, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.2079680999999995","-75.5663108","3","1.3","America/Bogota","","ChIJN_xIv0spRI4RejSmro4PMGs","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e44294bbf48fc37:0x6b300f8eaea6347a","Restaurant","","","","","","","","","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipNut_IkCLSlCheAanm3mBqwzPywjwI8R0FrcxSO=w203-h152-k-no","",""
"0x8e4683df20879231:0xcf5c3ca6e81c295f","","Seor Li","Seor Li, Cl. 38 Sur #37-17 37 73 a, Zona 9, Envigado, Antioquia, Colombia","6.1677528","-75.5845957","81","4.2","America/Bogota","","ChIJMZKHIN-DRo4RXykc6KY8XM8","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4683df20879231:0xcf5c3ca6e81c295f","Restaurant","","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","Envigado, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipOv8D5YF3VbYDdkrc1LtOKatxuvRO89V5pefedJ=w203-h224-k-no","Open  Closes 9PM",""
"0x8e44299600214fd5:0xf3d0d018552bfa15","+573044259860","El Granjero Chino","El Granjero Chino, Cl. 24 #4482, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.2260557","-75.574511","8","4.3","America/Bogota","","ChIJ1U8hAJYpRI4RFforVRjQ0PM","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e44299600214fd5:0xf3d0d018552bfa15","Restaurant","","","","","","","","","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipOXGOpcZ6R_yUh-qMfv04om9DS76R6xFN9RVB5t=w203-h360-k-no","",""
"0x8e4429bde705a387:0x86ebf26abe622a05","+576043434430","Restaurante Brillantes chino","Restaurante Brillantes chino, 52, Cra. 76 #32, Laureles - Estadio, Medelln, Antioquia, Colombia","6.2345606","-75.59646099999999","80","3.5","America/Bogota","","ChIJh6MF570pRI4RBSpivmry64Y","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429bde705a387:0x86ebf26abe622a05","Chinese restaurant","$","10AM8PM","10AM8PM","10AM8PM","10AM8PM","10AM8PM","10AM8PM","10AM8PM","Medellin, Antioquia, Colombia","false","https://lh3.googleusercontent.com/gps-proxy/ALd4DhFBVSq2irnZkm1pwBFJZ4rd44Fj6nEUqk6b6RNyTmajxItv2bJNfm-oVquFGfgsXxVMjlqKVNrvAQM-dAEPtzYbo1E2LUsmt_NwZmym03Jm0-VGzRlfw6Ce1DlcqWrpCrJL2I-qJ0ZdmD-4wKhBd24lH6gZEdY_EarYrgFHSUOS2sULw9t5uDmltXYyHSECBAo4ew=w203-h152-k-no","Open  Closes 8PM",""
"0x8e4429f09cafa5d3:0x2b0ebaf2c3465109","+576043228909","Restaurante Fortuna China Beln las Mercedes","Restaurante Fortuna China Beln las Mercedes, Cra. 84 #32-04, Medelln, Beln, Medelln, Antioquia, Colombia","6.2348332","-75.60738719999999","55","3.8","America/Bogota","","ChIJ06WvnPApRI4RCVFGw_K6Dis","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429f09cafa5d3:0x2b0ebaf2c3465109","Chinese restaurant","","10AM9PM","10AM9PM","10AM9PM","10AM9PM","10AM9PM","10AM9PM","10AM9PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipNqksgBGqtYl9xcoLpfF73T5cAK9BcoNwEezmEk=w203-h270-k-no","Open  Closes 9PM",""
"0x8e442999161e6e43:0x4cd55c5f47de9800","","Restaurante Wa Seng","Restaurante Wa Seng, Cl. 35 #80a-40, Laureles - Estadio, Medelln, Laureles, Medelln, Antioquia, Colombia","6.2430870999999994","-75.60147549999999","110","3.9","America/Bogota","http://www.facebook.com/pg/restaurantewaseng/","ChIJQ24eFpkpRI4RAJjeR19c1Uw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e442999161e6e43:0x4cd55c5f47de9800","Chinese restaurant","","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipNBcG90ZBIY_QF9tZk9ofVzkfT2ly0l_Sg6SUxY=w203-h100-k-no","Open  Closes 10PM",""
"0x8e46822c92eb53cd:0x879999cda22f28e5","+573105986708","Arcoiris Restaurante Chino","Arcoiris Restaurante Chino, Cra. 49 #43-18, Germania, Itagi, Antioquia, Colombia","6.1689419999999995","-75.6136313","433","4.2","America/Bogota","https://es.restaurantguru.com/Arcoiris-Restaurante-Chino-Itagui","ChIJzVPrkiyCRo4R5Sgvos2ZmYc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46822c92eb53cd:0x879999cda22f28e5","Chinese restaurant","$","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","Itag, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipNyYJyOBCJ9OywJRuL3Yn61id61CzxEG6fuknMX=w203-h152-k-no","Open  Closes 10PM",""
"0x8e46822c5947d447:0x5f50283eadc3c9a5","","RESTAURANTE SALON CHINO","RESTAURANTE SALON CHINO, Cl. 45 #49-51, Itagi, Antioquia, Colombia","6.1699389","-75.6131243","","","America/Bogota","","ChIJR9RHWSyCRo4RpcnDrT4oUF8","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46822c5947d447:0x5f50283eadc3c9a5","Chinese restaurant","","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM6PM","11AM10PM","11AM10PM","Itag, Antioquia, Colombia","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rfmb7sJt-dcUU6PQM6yJRw&cb_client=search.gws-prod.gps&w=203&h=100&yaw=211.04518&pitch=0&thumbfov=100","Closes soon  6PM  Opens 11AM Mon",""
"0x8e4429a7c71eda3b:0x77b62838cea794f5","+573235848212","Dim Sum Records","Dim Sum Records, Cra. 36 #10A 63, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.210263899999999","-75.5656472","477","4.4","America/Bogota","https://www.dimsumrecords.com/","ChIJO9oex6cpRI4R9ZSnzjgotnc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429a7c71eda3b:0x77b62838cea794f5","Chinese restaurant, Asian fusion restaurant, Asian restaurant, Dumpling restaurant, Pan-Asian restaurant, Ramen restaurant, Sushi restaurant","","129PM","1211PM","1211PM","1211PM","129PM","129PM","129PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipOk9mfg1dJ3jepHrmeGtky-umbymN7tYU64nqLt=w203-h165-k-no","Open  Closes 9PM",""
"0x8e46835cfaf874a3:0x12190f8b4fc9b328","+573195374357","Q' Wok Express","Q' Wok Express, Cl. 50 #44-133 a 44-83, Los Naranjos, Itagi, Antioquia, Colombia","6.1682337","-75.6080473","8","4","America/Bogota","","ChIJo3T4-lyDRo4RKLPJT4sPGRI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46835cfaf874a3:0x12190f8b4fc9b328","Restaurant","","11:30AM9PM","11:30AM9PM","11:30AM9PM","11:30AM9PM","11:30AM9PM","11:30AM9PM","11:30AM9PM","Itag, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipNfJkB2pcr8jxIv7FuF9vEgNJsU7NFAIOhkGvFr=w203-h270-k-no","Open  Closes 9PM",""
"0x8e4429a2e809446f:0x8c771a1eb0eba188","+573012825331","Restaurante Nan King","Restaurante Nan King, Cl. 18 #35-69, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.2176566","-75.56498309999999","60","4.5","America/Bogota","https://nanking.com.co/","ChIJb0QJ6KIpRI4RiKHrsB4ad4w","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429a2e809446f:0x8c771a1eb0eba188","Restaurant","","","","","","","","","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipOhNmchO9ZM5FZbrcmt4JmGrWeDyg5g8IeNk474=w203-h152-k-no","",""
"0x8e4429958930db57:0xef02083aeaf191ae","","RESTAURANTE MAKRO CHINO","RESTAURANTE MAKRO CHINO, Cl. 30A #77-76, Medelln, Beln, Medelln, Antioquia, Colombia","6.2322653","-75.59793839999999","220","4.1","America/Bogota","","ChIJV9swiZUpRI4RrpHx6joIAu8","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429958930db57:0xef02083aeaf191ae","Chinese restaurant","$","10:30AM10PM","10:30AM10PM","10:30AM10PM","10:30AM10PM","10:30AM10PM","10:30AM10PM","10:30AM10PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipN70dJ4q6HAyRwxVdj9mfnMXFbELjcDjMJEMkVj=w203-h152-k-no","Open  Closes 10PM",""
"0x8e4683c91e3563f3:0x7eb334538206f22e","+573227743979","Brillante chino","Brillante chino, Cra. 50A #41-03, Itagi, Antioquia, Colombia","6.169619","-75.6164252","","","America/Bogota","","ChIJ82M1HsmDRo4RLvIGglM0s34","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4683c91e3563f3:0x7eb334538206f22e","Chinese restaurant","","10:30AM9:30PM","10:30AM9:30PM","10:30AM9:30PM","10:30AM9:30PM","10:30AM9:30PM","10:30AM9:30PM","10:30AM9:30PM","Itag, Antioquia, Colombia","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WOKf65xHrADQTulJ7t0mww&cb_client=search.gws-prod.gps&w=203&h=100&yaw=36.47128&pitch=0&thumbfov=100","Open  Closes 9:30PM",""
"0x8e4683d59f14e3e3:0x27c48e41bcf52d60","+573127107367","Restaurante Imperio Chino","Restaurante Imperio Chino, Cl. 32a #45, La Independencia, Itagi, Antioquia, Colombia","6.164473","-75.619452","111","4","America/Bogota","","ChIJ4-MUn9WDRo4RYC31vEGOxCc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4683d59f14e3e3:0x27c48e41bcf52d60","Chinese restaurant","$$","11AM9PM","11AM9PM","10AM9PM","10AM9PM","11AM9PM","11AM9PM","11AM9PM","Itag, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipMdLFp9b9Oz8_hqBIBBWcyN5FVUPUVs6aJQYZ3x=w203-h152-k-no","Open  Closes 9PM",""
"0x8e4429aff756afbd:0x64c7a4ee5e749a7a","+573014495080","EMPERADOR CHINO","EMPERADOR CHINO, Av. 33 #65C-63, Medelln, Beln, Medelln, Antioquia, Colombia","6.239214","-75.58556109999999","125","3","America/Bogota","https://www.facebook.com/Restaurante-Emperador-Chino-102445138051986/","ChIJva9W968pRI4Repp0Xu6kx2Q","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429aff756afbd:0x64c7a4ee5e749a7a","Chinese restaurant","","10AM9:30PM","10AM9:30PM","10AM9:30PM","10AM9:30PM","10AM9:30PM","10AM9:30PM","10AM9:30PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipOVRR-2j4rD57RHvLCktdCSIq-YqDnmGZfe3y3L=w203-h235-k-no","Open  Closes 9:30PM",""
"0x8e4429f40c337a5f:0x95090bfa64b4bd31","+576042623787","Restaurante Chino Song ji","Restaurante Chino Song ji, Cra. 52 #41-102, La Candelaria, Medelln, La Candelaria, Medelln, Antioquia, Colombia","6.2429599","-75.5720908","53","4.5","America/Bogota","","ChIJX3ozDPQpRI4RMb20ZPoLCZU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429f40c337a5f:0x95090bfa64b4bd31","Chinese restaurant","","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipMu_vfXATqkU1xzZ783bOGAOvC1zHItS5SjFHDY=w203-h304-k-no","Open  Closes 9PM",""
"0x8e4429a160de25cd:0xd3661bda3585fdd","+576044117748","El Palacio Chino","El Palacio Chino, Cq. 4 # 74 - 69, Laureles - Estadio, Medelln, Laureles, Medelln, Antioquia, Colombia","6.2438423","-75.5934473","312","4.2","America/Bogota","","ChIJzSXeYKEpRI4R3V9Yo71hNg0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429a160de25cd:0xd3661bda3585fdd","Asian restaurant","$$","11AM8PM","11AM8PM","11AM8PM","11AM8PM","11AM8PM","11AM8PM","11AM8PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipMa25cfrXhd3vDXTXTAmXTeVMwl8SxyQqHo2L1M=w203-h270-k-no","Open  Closes 8PM",""
"0x8e4429995a24cf95:0xd96afc80b439d45","+576044131509","BAU Restaurant","BAU Restaurant, Cra. 81 #35-13, Laureles - Estadio, Medelln, La Amrica, Medelln, Antioquia, Colombia","6.2435518","-75.60295409999999","146","3.8","America/Bogota","https://www.facebook.com/BauRestaurante/","ChIJlc8kWpkpRI4RRZ1DC8ivlg0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429995a24cf95:0xd96afc80b439d45","Chinese restaurant","$","11AM8PM","11AM8PM","11AM8PM","11AM8PM","11AM8PM","11AM8PM","11AM8PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipNOKSh_0n3CygbCCVYgHtGdW8fP8HIVVKaiL_k=w203-h360-k-no","Open  Closes 8PM",""
"0x8e4429bd52c88ded:0x6ecc75370017ddf3","+573235119483","Jin Wah","Jin Wah, Av. 33 #7619, Medelln, Beln, Medelln, Antioquia, Colombia","6.2387882","-75.5969124","120","4.2","America/Bogota","https://es.menus.net/restaurante/18297/comida-china-jin-wah","ChIJ7Y3IUr0pRI4R890XADd1zG4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429bd52c88ded:0x6ecc75370017ddf3","Restaurant","","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipMOyvirIqQPjhPWUwNUhHrOqEfsQi2PjHweZZxV=w203-h451-k-no","Open  Closes 10PM",""
"0x8e4428f8a7fbdeb1:0xfc0acba95dcdad16","+576043228988","Restaurante Xing Fu Medellin","Restaurante Xing Fu Medellin, Cra. 49 #49-35, La Candelaria, Medelln, La Candelaria, Medelln, Antioquia, Colombia","6.248575499999999","-75.5674665","805","4.5","America/Bogota","https://www.facebook.com/Restaurante-Chino-Xingfu-238246906875089/?modal=admin_todo_tour","ChIJsd77p_goRI4RFq3NXanLCvw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4428f8a7fbdeb1:0xfc0acba95dcdad16","Chinese restaurant","$$","10AM10PM","10AM10PM","10AM10PM","10AM10PM","10AM10PM","10AM10PM","10AM10PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipNOVz_F3cawVRPEUS-AX0rBChhnbUa747MlyNNI=w203-h152-k-no","Open  Closes 10PM",""
"0x8e44296cfd0ac16f:0xf62cfe4cd2cb2c91","","Comida china","Comida china, Cl. 42B #82-126, Simn Bolvar, Medelln, La Amrica, Medelln, Antioquia, Colombia","6.2481442","-75.6048867","","","America/Bogota","","ChIJb8EK_WwpRI4RkSzL0kz-LPY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e44296cfd0ac16f:0xf62cfe4cd2cb2c91","Restaurant","","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","Medellin, Antioquia, Colombia","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h0noAKurmxh7766Ev3UzXw&cb_client=search.gws-prod.gps&w=203&h=100&yaw=128.1412&pitch=0&thumbfov=100","Open  Closes 9PM",""
"0x8e4428536c0515b9:0x1af7295bbd803158","+576042322375","FAMOUS CHINESE RESTAURANT","FAMOUS CHINESE RESTAURANT, Cra. 52 #41-42, La Candelaria, Medelln, La Candelaria, Medelln, Antioquia, Colombia","6.242585399999999","-75.5722657","84","4.1","America/Bogota","http://www.elfamosochino.com/","ChIJuRUFbFMoRI4RWDGAvVsp9xo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4428536c0515b9:0x1af7295bbd803158","Chinese restaurant","","11AM9:30PM","11AM9:30PM","11AM9:30PM","11AM9:30PM","11AM9:30PM","11AM9:30PM","11AM9:30PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipPyw0V4LZy6ZoDAmP5_lLZgMFewunGuhLYympnU=w203-h152-k-no","Open  Closes 9:30PM",""
"0x8e4683d946d9e947:0x69a699cbdda7fdb8","","Chinese Fortune","Chinese Fortune, Cra. 46 #69S-25, Sabaneta, Antioquia, Colombia","6.1526692999999995","-75.616169","288","3.5","America/Bogota","","ChIJR-nZRtmDRo4RuP2n3cuZpmk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4683d946d9e947:0x69a699cbdda7fdb8","Chinese restaurant","$","10AM10PM","10AM10PM","10AM10PM","10AM10PM","10AM10PM","10AM10PM","10AM10PM","Sabaneta, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipNmE-MLS18XCS-74E6cZGzmso9t15NmjeDS2aRl=w203-h114-k-no","Open  Closes 10PM",""
"0x8e442908dc6eac59:0xbb1f789469b4e06b","+573052202145","Restaurante Dragon de Oro","Restaurante Dragon de Oro, Cl. 47D #70-35, Laureles - Estadio, Medelln, Laureles, Medelln, Antioquia, Colombia","6.2530119","-75.5882512","316","4.1","America/Bogota","https://dragondeoromedellin.wixsite.com/medellin","ChIJWaxu3AgpRI4Ra-C0aZR4H7s","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e442908dc6eac59:0xbb1f789469b4e06b","Chinese restaurant, Asian restaurant, Restaurant","$$","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipOr2xMXmAp8sfqmVcL1fIsrsczjgKRbhODHH8YX=w203-h176-k-no","Open  Closes 9PM",""
"0x8e44299e22788c41:0xb00816875fdeead5","+573209046781","Restaurante Casa Oriental","Restaurante Casa Oriental, Cra. 47 #56-101, Laureles - Estadio, Medelln, Laureles, Medelln, Antioquia, Colombia","6.24892","-75.60189","9","3.9","America/Bogota","","ChIJQYx4Ip4pRI4R1ereX4cWCLA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e44299e22788c41:0xb00816875fdeead5","Chinese restaurant","","11AM9:30PM","11AM9:30PM","11AM9:30PM","11AM9:30PM","11AM9:30PM","11AM9:30PM","11AM9:30PM","Medellin, Antioquia, Colombia","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CgI4ZEpAKXY-_tKkE8dR4Q&cb_client=search.gws-prod.gps&w=203&h=100&yaw=335.5127&pitch=0&thumbfov=100","Open  Closes 9:30PM",""
"0x8e4683dec5adaec3:0xcab30acebd15093e","+576044441888","HEWEI CHINA","HEWEI CHINA, Cl. 72 Sur #45-43, Sabaneta, Antioquia, Colombia","6.1508878","-75.6169676","206","4","America/Bogota","","ChIJw66txd6DRo4RPgkVvc4Ks8o","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4683dec5adaec3:0xcab30acebd15093e","Cantonese restaurant","$","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","Sabaneta, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipPzexhWQkyVV6cAShBIFEaHXNaMYAVxq9zE0Hia=w203-h183-k-no","Open  Closes 9PM",""
"0x8e442956f9f45d0b:0x6e451c6399507396","+573137918548","Restaurante Chino Garden's Chino","Restaurante Chino Garden's Chino, Cl. 35 #32-92, El Salvador, Medelln, Buenos Aires, Medelln, Antioquia, Colombia","6.2322516","-75.5592939","33","4.5","America/Bogota","","ChIJC130-VYpRI4RlnNQmWMcRW4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e442956f9f45d0b:0x6e451c6399507396","Restaurant","","12AM6PM","12AM6PM","12AM6PM","12AM6PM","12AM6PM","12AM6PM","12AM6PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipNIYaUkIoEtKWxB0GBN-DSSjLz7D1AwU3klZenK=w203-h152-k-no","Closes soon  6PM  Opens 12AM Mon",""
