Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
8891,US-2024-112004-CHO-SCR-58000,2024-09-25,2030-03-21,First Class,112004,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
8896,US-2024-112004-CHO-SCR-58000,2024-09-25,2030-03-21,First Class,112004,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
9176,US-2024-125451-CHO-SCR-58000,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
9178,US-2024-125451-CHO-FUD-51000,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
9179,US-2024-125451-CHO-FUD-51000,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
9180,US-2024-125451-CHO-NUT-13000,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
9181,US-2024-125451-CHO-NUT-13000,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
9186,US-2024-125451-CHO-TRI-54000,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30,8,19.6,10.4
9663,US-2024-165029-CHO-NUT-13000,2024-11-26,2030-05-23,Standard Class,165029,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
762,US-2021-123295-CHO-FUD-51000,2021-07-18,2027-01-08,Same Day,123295,United States,Tucson,Arizona,85705,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
5130,US-2023-135594-CHO-NUT-13000,2023-06-30,2028-12-23,Second Class,135594,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7
6685,US-2023-145261-CHO-NUT-13000,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5
6687,US-2023-145261-CHO-TRI-54000,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2
6690,US-2023-145261-CHO-TRI-54000,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2
6691,US-2023-145261-CHO-MIL-31000,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
6692,US-2023-145261-OTH-LIC-15000,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,40,2,20,20
6697,US-2023-145261-CHO-SCR-58000,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
6701,US-2023-145261-CHO-MIL-31000,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
7368,US-2024-150987-CHO-TRI-54000,2024-04-08,2029-10-03,Standard Class,150987,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5
7369,US-2024-150987-CHO-TRI-54000,2024-04-08,2029-10-03,Standard Class,150987,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2
8029,US-2024-107958-OTH-KAZ-38000,2024-07-02,2029-12-26,First Class,107958,United States,Houston,Texas,77036,Other,Interior,OTH-KAZ-38000,Kazookles,13,4,1,12
8030,US-2024-107958-CHO-TRI-54000,2024-07-02,2029-12-26,First Class,107958,United States,Houston,Texas,77036,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5
8355,US-2024-151211-CHO-SCR-58000,2024-08-17,2030-02-13,Standard Class,151211,United States,Louisville,Kentucky,40214,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
8362,US-2024-151211-CHO-NUT-13000,2024-08-17,2030-02-13,Standard Class,151211,United States,Louisville,Kentucky,40214,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6
9250,US-2024-131632-CHO-FUD-51000,2024-10-31,2030-04-27,Standard Class,131632,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
2191,US-2022-125185-CHO-SCR-58000,2022-03-05,2027-08-28,Second Class,125185,United States,Bethlehem,Pennsylvania,18018,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
2193,US-2022-125185-CHO-FUD-51000,2022-03-05,2027-08-28,Second Class,125185,United States,Bethlehem,Pennsylvania,18018,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
6686,US-2023-112697-CHO-FUD-51000,2023-12-18,2029-06-11,Second Class,112697,United States,Tamarac,Florida,33319,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
6688,US-2023-112697-CHO-NUT-13000,2023-12-18,2029-06-11,Second Class,112697,United States,Tamarac,Florida,33319,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7
6695,US-2023-112697-CHO-SCR-58000,2023-12-18,2029-06-11,Second Class,112697,United States,Tamarac,Florida,33319,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
8425,US-2024-123043-CHO-MIL-31000,2024-08-24,2030-02-19,Standard Class,123043,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
8426,US-2024-123043-CHO-TRI-54000,2024-08-24,2030-02-19,Standard Class,123043,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2
9325,US-2024-154732-CHO-MIL-31000,2024-11-05,2030-04-30,First Class,154732,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
1747,US-2021-153983-CHO-NUT-13000,2021-11-29,2027-05-29,Standard Class,153983,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5
1750,US-2021-153983-CHO-TRI-54000,2021-11-29,2027-05-29,Standard Class,153983,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
3631,US-2022-155040-CHO-MIL-31000,2022-11-10,2028-05-07,Standard Class,155040,United States,Brentwood,California,94513,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3943,US-2022-165050-CHO-SCR-58000,2022-12-07,2028-05-31,First Class,165050,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
3944,US-2022-165050-CHO-TRI-54000,2022-12-07,2028-05-31,First Class,165050,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
3948,US-2022-165050-CHO-TRI-54000,2022-12-07,2028-05-31,First Class,165050,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8
4337,US-2023-166485-CHO-NUT-13000,2023-02-20,2028-08-19,Standard Class,166485,United States,Nashville,Tennessee,37211,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
7131,US-2024-104080-CHO-NUT-13000,2024-03-08,2029-09-05,Standard Class,104080,United States,Anaheim,California,92804,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
7132,US-2024-104080-CHO-TRI-54000,2024-03-08,2029-09-05,Standard Class,104080,United States,Anaheim,California,92804,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5
8501,US-2024-146983-CHO-MIL-31000,2024-09-02,2030-02-27,Standard Class,146983,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
9086,US-2024-148831-CHO-MIL-31000,2024-10-13,2030-04-07,First Class,148831,United States,Louisville,Kentucky,40214,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26,8,16.88,9.12
9614,US-2024-166919-CHO-NUT-13000,2024-11-23,2030-05-20,Standard Class,166919,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5
10121,US-2024-147956-CHO-SCR-58000,2024-12-24,2030-06-23,Standard Class,147956,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15,6.6
2060,US-2022-141243-CHO-MIL-31000,2022-01-03,2027-07-01,Second Class,141243,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26
2061,US-2022-141243-CHO-SCR-58000,2022-01-03,2027-07-01,Second Class,141243,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
2063,US-2022-141243-CHO-NUT-13000,2022-01-03,2027-07-01,Second Class,141243,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5
2092,US-2022-151547-CHO-MIL-31000,2022-01-17,2027-07-16,Standard Class,151547,United States,Bartlett,Tennessee,38134,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26,8,16.88,9.12
4725,US-2023-126165-CHO-SCR-58000,2023-05-05,2028-10-27,Second Class,126165,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
7344,US-2024-145275-CHO-TRI-54000,2024-04-02,2029-09-27,Standard Class,145275,United States,Decatur,Alabama,35601,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
7648,US-2024-115546-CHO-SCR-58000,2024-05-14,2029-11-08,Standard Class,115546,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
7652,US-2024-115546-CHO-FUD-51000,2024-05-14,2029-11-08,Standard Class,115546,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
1403,US-2021-162278-CHO-TRI-54000,2021-10-26,2027-04-22,Second Class,162278,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2
1404,US-2021-162278-CHO-MIL-31000,2021-10-26,2027-04-22,Second Class,162278,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
5719,US-2023-160479-CHO-FUD-51000,2023-09-15,2029-03-12,Standard Class,160479,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
8057,US-2024-152492-CHO-NUT-13000,2024-07-06,2029-12-27,Same Day,152492,United States,Miami,Florida,33142,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
9908,US-2024-109715-CHO-TRI-54000,2024-12-09,2030-06-06,Standard Class,109715,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
294,US-2021-160276-CHO-FUD-51000,2021-04-02,2026-09-29,Standard Class,160276,United States,Virginia Beach,Virginia,23464,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
2506,US-2022-110548-CHO-FUD-51000,2022-05-04,2027-10-29,Standard Class,110548,United States,Houston,Texas,77095,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4
2552,US-2022-166604-CHO-NUT-13000,2022-05-15,2027-11-10,Second Class,166604,United States,Roswell,Georgia,30076,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
2918,US-2022-112214-CHO-SCR-58000,2022-08-05,2028-02-01,Standard Class,112214,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
2919,US-2022-112214-CHO-NUT-13000,2022-08-05,2028-02-01,Standard Class,112214,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
2920,US-2022-112214-CHO-MIL-31000,2022-08-05,2028-02-01,Standard Class,112214,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
2921,US-2022-112214-CHO-MIL-31000,2022-08-05,2028-02-01,Standard Class,112214,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
3635,US-2022-113628-CHO-SCR-58000,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
3636,US-2022-113628-CHO-NUT-13000,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
3637,US-2022-113628-CHO-SCR-58000,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
3638,US-2022-113628-CHO-TRI-54000,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
3639,US-2022-113628-CHO-MIL-31000,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3645,US-2022-113628-CHO-MIL-31000,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
4176,US-2022-139780-CHO-FUD-51000,2022-12-31,2028-06-24,Second Class,139780,United States,Detroit,Michigan,48205,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6
4816,US-2023-138282-OTH-KAZ-38000,2023-05-19,2028-11-12,Standard Class,138282,United States,Los Angeles,California,90008,Other,Pacific,OTH-KAZ-38000,Kazookles,26,8,2,24
4898,US-2023-113831-CHO-NUT-13000,2023-05-30,2028-11-23,Standard Class,113831,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,34.9,10,24.9,10
4908,US-2023-113831-CHO-TRI-54000,2023-05-30,2028-11-23,Standard Class,113831,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8
4916,US-2023-113831-CHO-TRI-54000,2023-05-30,2028-11-23,Standard Class,113831,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8
5332,US-2023-144148-CHO-SCR-58000,2023-07-31,2029-01-25,Standard Class,144148,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7
5355,US-2023-158869-CHO-FUD-51000,2023-08-06,2029-01-27,First Class,158869,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
5903,US-2023-145709-CHO-MIL-31000,2023-10-04,2029-03-30,Standard Class,145709,United States,Coral Gables,Florida,33134,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
5909,US-2023-145709-CHO-SCR-58000,2023-10-04,2029-03-30,Standard Class,145709,United States,Coral Gables,Florida,33134,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
6279,US-2023-148740-CHO-FUD-51000,2023-11-15,2029-05-11,Standard Class,148740,United States,San Diego,California,92024,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
415,US-2021-131387-CHO-MIL-31000,2021-04-28,2026-10-21,First Class,131387,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
464,US-2021-159709-CHO-TRI-54000,2021-05-10,2026-11-05,Standard Class,159709,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
468,US-2021-159709-CHO-TRI-54000,2021-05-10,2026-11-05,Standard Class,159709,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5
2008,US-2021-102330-CHO-FUD-51000,2021-12-29,2027-06-26,Standard Class,102330,United States,Brentwood,California,94513,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2
2014,US-2021-102330-CHO-TRI-54000,2021-12-29,2027-06-26,Standard Class,102330,United States,Brentwood,California,94513,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2
2236,US-2022-167479-CHO-FUD-51000,2022-03-14,2027-09-09,Standard Class,167479,United States,Roseville,California,95661,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
4081,US-2022-158918-CHO-NUT-13000,2022-12-20,2028-06-16,Second Class,158918,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
6178,US-2023-158694-CHO-MIL-31000,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26
6181,US-2023-158694-CHO-NUT-13000,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
6183,US-2023-158694-CHO-FUD-51000,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
6191,US-2023-158694-CHO-FUD-51000,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
6195,US-2023-158694-CHO-SCR-58000,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
6197,US-2023-158694-CHO-FUD-51000,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
6202,US-2023-158694-CHO-MIL-31000,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
7569,US-2024-107552-CHO-SCR-58000,2024-05-05,2029-10-26,Same Day,107552,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1
8623,US-2024-155929-CHO-SCR-58000,2024-09-09,2030-03-06,Standard Class,155929,United States,Glendale,Arizona,85301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
9941,US-2024-160759-CHO-NUT-13000,2024-12-11,2030-06-09,Standard Class,160759,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
10011,US-2024-116855-CHO-NUT-13000,2024-12-17,2030-06-13,Standard Class,116855,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5
19,US-2021-149020-CHO-MIL-31000,2021-01-10,2026-07-08,Standard Class,149020,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
20,US-2021-149020-OTH-GUM-21000,2021-01-10,2026-07-08,Standard Class,149020,United States,Springfield,Virginia,22153,Other,Gulf,OTH-GUM-21000,Wonka Gum,1.25,1,0.65,0.6
1421,US-2021-108609-CHO-TRI-54000,2021-10-31,2027-04-25,Second Class,108609,United States,Lorain,Ohio,44052,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30,8,19.6,10.4
1995,US-2021-141313-CHO-TRI-54000,2021-12-28,2027-06-24,Standard Class,141313,United States,Beverly,Massachusetts,01915,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8
1997,US-2021-141313-CHO-SCR-58000,2021-12-28,2027-06-24,Standard Class,141313,United States,Beverly,Massachusetts,01915,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
1998,US-2021-141313-CHO-SCR-58000,2021-12-28,2027-06-24,Standard Class,141313,United States,Beverly,Massachusetts,01915,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
2559,US-2022-165554-CHO-TRI-54000,2022-05-18,2027-11-12,Standard Class,165554,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
6435,US-2023-123617-CHO-MIL-31000,2023-11-28,2029-05-25,Standard Class,123617,United States,Palm Coast,Florida,32137,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
7633,US-2024-133361-CHO-SCR-58000,2024-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
7637,US-2024-133361-CHO-SCR-58000,2024-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
7638,US-2024-133361-CHO-NUT-13000,2024-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5
7639,US-2024-133361-CHO-TRI-54000,2024-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5
7643,US-2024-133361-CHO-FUD-51000,2024-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
7651,US-2024-133361-CHO-NUT-13000,2024-05-14,2029-11-07,First Class,133361,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
9105,US-2024-111577-CHO-TRI-54000,2024-10-16,2030-04-13,Standard Class,111577,United States,Scottsdale,Arizona,85254,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1
485,US-2021-106810-CHO-NUT-13000,2021-05-14,2026-11-10,Standard Class,106810,United States,Saint Petersburg,Florida,33710,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
2002,US-2021-110786-CHO-SCR-58000,2021-12-29,2027-06-25,Standard Class,110786,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
2003,US-2021-110786-CHO-NUT-13000,2021-12-29,2027-06-25,Standard Class,110786,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6
2006,US-2021-110786-CHO-NUT-13000,2021-12-29,2027-06-25,Standard Class,110786,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
2007,US-2021-110786-CHO-FUD-51000,2021-12-29,2027-06-25,Standard Class,110786,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8
2009,US-2021-110786-CHO-NUT-13000,2021-12-29,2027-06-25,Standard Class,110786,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
2013,US-2021-110786-CHO-NUT-13000,2021-12-29,2027-06-25,Standard Class,110786,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6
